trade_no,side,entry_time,exit_time,entry_price,exit_price,quantity,exit_reason,gross_pnl,fee_usd,net_pnl
102,LONG,2025-09-14 06:00:00+00:00,2025-09-15 00:00:00+00:00,3646.94,3642.44,0.5484049641617356,REVERSE_SIGNAL,-2.46782233872781,1.3991362621814452,-3.866958600909255
103,SHORT,2025-09-15 00:00:00+00:00,2025-09-15 13:00:00+00:00,3642.44,3656.66,0.5490824831706219,REVERSE_SIGNAL,-7.807952910686134,1.4027327835187402,-9.210685694204875
104,LONG,2025-09-15 13:00:00+00:00,2025-09-17 08:00:00+00:00,3656.66,3677.27,0.5469472141243649,REVERSE_SIGNAL,11.272582083103229,1.403945403729086,9.868636679374143
105,SHORT,2025-09-17 08:00:00+00:00,2025-09-19 15:00:00+00:00,3677.27,3669.88,0.5438817383548121,REVERSE_SIGNAL,4.019286046441993,1.3985932498837452,2.6206927965582474
106,LONG,2025-09-19 15:00:00+00:00,2025-09-24 15:00:00+00:00,3669.88,3758.8,0.5449769474751218,REVERSE_SIGNAL,48.45935016948787,1.4169607725593207,47.04238939692855
107,SHORT,2025-09-24 15:00:00+00:00,2025-09-26 14:00:00+00:00,3758.8,3769.85,0.5320847078854953,REVERSE_SIGNAL,-5.8795360221345785,1.402057837607747,-7.281593859742325
108,LONG,2025-09-26 14:00:00+00:00,2025-09-28 21:00:00+00:00,3769.85,3766.0,0.5305250872050612,REVERSE_SIGNAL,-2.042521585739437,1.3992851174449912,-3.4418067031844286
109,SHORT,2025-09-28 21:00:00+00:00,2025-09-28 23:00:00+00:00,3766.0,3776.05,0.5310674455655868,REVERSE_SIGNAL,-5.337227827934244,1.4018680297397768,-6.739095857674021
110,LONG,2025-09-28 23:00:00+00:00,2025-09-30 09:00:00+00:00,3776.05,3828.01,0.529654003522199,REVERSE_SIGNAL,27.520822023013483,1.4096322877080547,26.11118973530543
111,SHORT,2025-09-30 09:00:00+00:00,2025-09-30 20:00:00+00:00,3828.01,3868.55,0.5224646748571712,REVERSE_SIGNAL,-21.1807179187097,1.4074132512715485,-22.58813116998125
112,LONG,2025-09-30 20:00:00+00:00,2025-10-02 15:00:00+00:00,3868.55,3849.0,0.5169895697354305,REVERSE_SIGNAL,-10.107146088327761,1.3964624988690852,-11.503608587196847
113,SHORT,2025-10-02 15:00:00+00:00,2025-10-03 16:00:00+00:00,3849.0,3888.4,0.5196154845414394,REVERSE_SIGNAL,-20.47285009093276,1.4071654975318264,-21.880015588464587
114,LONG,2025-10-03 16:00:00+00:00,2025-10-09 17:00:00+00:00,3888.4,3981.65,0.5143503754757741,REVERSE_SIGNAL,47.963172513115936,1.4167871103795906,46.54638540273635
115,SHORT,2025-10-09 17:00:00+00:00,2025-10-10 20:00:00+00:00,3981.65,4023.56,0.502304321072922,REVERSE_SIGNAL,-21.05157409616609,1.4073680509336581,-22.458942147099748
116,LONG,2025-10-10 20:00:00+00:00,2025-10-11 02:00:00+00:00,4023.56,3961.73,0.49707224448001275,REVERSE_SIGNAL,-30.73397687619915,1.3892431080933303,-32.12321998429248
117,SHORT,2025-10-11 02:00:00+00:00,2025-10-12 23:00:00+00:00,3961.73,4043.52,0.5048299606485046,REVERSE_SIGNAL,-41.290042481441176,1.4144515148685046,-42.70449399630968
