trade_no,side,entry_time,exit_time,entry_price,exit_price,quantity,exit_reason,gross_pnl,fee_usd,net_pnl
11,SHORT,2025-04-12 14:00:00+00:00,2025-04-13 16:00:00+00:00,3246.51,3263.85,0.616046154177871,REVERSE_SIGNAL,-10.682240313444092,1.4037387841097055,-12.085979097553798
12,LONG,2025-04-13 16:00:00+00:00,2025-04-14 10:00:00+00:00,3263.85,3237.7392,0.6127732585749958,HARD_SL,-15.999999999999954,1.3944,-17.394399999999955
13,SHORT,2025-04-14 11:00:00+00:00,2025-04-15 23:00:00+00:00,3232.44,3258.29952,0.6187276484636992,HARD_SL,-15.999999999999984,1.4056,-17.405599999999986
14,LONG,2025-04-16 00:00:00+00:00,2025-04-17 14:00:00+00:00,3265.71,3333.66,0.6124242507754822,REVERSE_SIGNAL,41.614227840193905,1.4145649797440678,40.199662860449834
15,SHORT,2025-04-17 14:00:00+00:00,2025-04-20 22:00:00+00:00,3333.66,3360.32928,0.5999412057618354,HARD_SL,-16.000000000000046,1.4056,-17.405600000000046
16,LONG,2025-04-20 23:00:00+00:00,2025-04-22 09:00:00+00:00,3362.14,3458.77,0.5948592265640337,REVERSE_SIGNAL,57.48124706288264,1.420118436472009,56.06112862641063
17,SHORT,2025-04-22 09:00:00+00:00,2025-04-22 10:00:00+00:00,3458.77,3486.44016,0.5782402414731248,HARD_SL,-16.00000000000007,1.4056,-17.40560000000007
18,LONG,2025-04-24 02:00:00+00:00,2025-04-24 03:00:00+00:00,3371.62,3344.64704,0.5931866580456873,HARD_SL,-16.000000000000036,1.3944,-17.394400000000036
19,SHORT,2025-04-25 06:00:00+00:00,2025-04-28 14:00:00+00:00,3307.03,3333.48624,0.6047722578869862,HARD_SL,-15.999999999999988,1.4056,-17.40559999999999
20,LONG,2025-04-28 15:00:00+00:00,2025-04-30 02:00:00+00:00,3330.3,3308.87,0.6005464973125544,REVERSE_SIGNAL,-12.869711437408215,1.395495600996907,-14.265207038405123
21,SHORT,2025-04-30 02:00:00+00:00,2025-04-30 13:00:00+00:00,3308.87,3335.34096,0.6044359554772475,HARD_SL,-16.000000000000064,1.4056,-17.405600000000064
22,LONG,2025-04-30 14:00:00+00:00,2025-04-30 20:00:00+00:00,3315.4,3288.8768,0.6032454605779092,HARD_SL,-16.000000000000053,1.3944,-17.394400000000054
23,SHORT,2025-04-30 23:00:00+00:00,2025-05-02 08:00:00+00:00,3281.64,3274.99,0.6094513718750381,REVERSE_SIGNAL,4.052851622969058,1.3985815019319607,2.654270121037097
24,LONG,2025-05-02 08:00:00+00:00,2025-05-02 13:00:00+00:00,3274.99,3248.7900799999998,0.6106888875996568,HARD_SL,-16.00000000000001,1.3944,-17.39440000000001
25,SHORT,2025-05-02 17:00:00+00:00,2025-05-05 01:00:00+00:00,3241.05,3266.9784000000004,0.6170839697011771,HARD_SL,-16.000000000000146,1.4056,-17.405600000000145
26,LONG,2025-05-05 02:00:00+00:00,2025-05-06 23:00:00+00:00,3279.22,3390.5,0.6099011350260123,REVERSE_SIGNAL,67.86979830569477,1.423754429406993,66.44604387628777
27,SHORT,2025-05-06 23:00:00+00:00,2025-05-08 02:00:00+00:00,3390.5,3415.58,0.5898834980091432,REVERSE_SIGNAL,-14.794278130069268,1.405177997345524,-16.19945612741479
28,LONG,2025-05-08 02:00:00+00:00,2025-05-08 04:00:00+00:00,3415.58,3388.25536,0.585552087785969,HARD_SL,-15.999999999999893,1.3944,-17.394399999999894
29,SHORT,2025-05-08 06:00:00+00:00,2025-05-15 11:00:00+00:00,3358.61,3190.83,0.5954844414802553,REVERSE_SIGNAL,99.91037959155734,1.365031367142955,98.54534822441438
