trade_id,symbol,timeframe,side,entry_time,exit_time,entry,exit,size,close_pct,remaining_size,is_partial,entry_h1_signal,exit_h1_signal,extreme,trail_stop,gross,fee,net,result
19,ARB,M15+H1,SHORT,2025-11-12 09:30,2025-11-13 03:30,0.2774,0.2655,1000.0,100.0,0.0,NO,SHORT,SHORT,0.2564,0.264092,42.8983,0.6987,42.1997,TRAIL
20,ARB,M15+H1,LONG,2025-11-26 18:00,2025-11-28 01:45,0.2212,0.218,1000.0,100.0,0.0,NO,LONG,LONG,0.2251,0.218347,-14.4665,0.7088,-15.1754,TRAIL
21,ARB,M15+H1,SHORT,2025-12-01 22:45,2025-12-02 14:00,0.1929,0.1974,1000.0,100.0,0.0,NO,SHORT,SHORT,0.1914,0.197142,-23.3281,0.7223,-24.0505,TRAIL
22,ARB,M15+H1,LONG,2025-12-09 08:45,2025-12-09 21:30,0.2144,0.2225,1000.0,100.0,0.0,NO,LONG,LONG,0.2303,0.223391,37.7799,0.7275,37.0524,TRAIL
23,ARB,M15+H1,SHORT,2025-12-17 08:45,2025-12-17 14:45,0.196,0.2015,1000.0,100.0,0.0,NO,SHORT,,0.1924,0.198172,-28.0612,0.724,-28.7852,TRAIL
24,ARB,M15+H1,LONG,2025-12-22 10:30,2025-12-22 19:15,0.1906,0.1871,1000.0,100.0,0.0,NO,LONG,LONG,0.1929,0.187113,-18.3631,0.7074,-19.0705,TRAIL
25,ARB,M15+H1,SHORT,2025-12-24 14:15,2025-12-24 15:30,0.1834,0.1878,1000.0,100.0,0.0,NO,SHORT,SHORT,0.1814,0.186842,-23.9913,0.7226,-24.7138,TRAIL
26,ARB,M15+H1,LONG,2025-12-26 22:45,2025-12-28 19:30,0.1917,0.1928,1000.0,100.0,0.0,NO,LONG,LONG,0.1991,0.193127,5.7381,0.716,5.0221,TRAIL
27,ARB,M15+H1,SHORT,2025-12-31 14:15,2026-01-01 13:00,0.1908,0.1894,1000.0,100.0,0.0,NO,SHORT,SHORT,0.1836,0.189108,7.3375,0.7114,6.6261,TRAIL
28,ARB,M15+H1,LONG,2026-01-03 13:45,2026-01-05 06:15,0.2073,0.2124,1000.0,100.0,0.0,NO,LONG,LONG,0.2199,0.213303,24.602,0.7228,23.8792,TRAIL
29,ARB,M15+H1,SHORT,2026-01-08 16:00,2026-01-09 16:00,0.2106,0.2132,1000.0,100.0,0.0,NO,SHORT,SHORT,0.2045,0.210635,-12.3457,0.7184,-13.0641,TRAIL
30,ARB,M15+H1,LONG,2026-01-14 15:00,2026-01-14 18:30,0.2232,0.2162,1000.0,100.0,0.0,NO,LONG,LONG,0.2247,0.217959,-31.362,0.7028,-32.0648,TRAIL
31,ARB,M15+H1,SHORT,2026-01-20 14:00,2026-01-21 00:45,0.1883,0.1845,1000.0,100.0,0.0,NO,SHORT,SHORT,0.1788,0.184164,20.1806,0.7068,19.4738,TRAIL
32,ARB,M15+H1,LONG,2026-02-14 06:15,2026-02-15 03:30,0.1155,0.1183,1000.0,100.0,0.0,NO,LONG,LONG,0.1223,0.118631,24.2424,0.7227,23.5198,TRAIL
33,ARB,M15+H1,SHORT,2026-02-18 03:45,2026-02-20 14:30,0.1131,0.0953,1000.0,100.0,0.0,NO,SHORT,SHORT,0.0925,0.095275,157.3828,0.6578,156.725,TRAIL
34,ARB,M15+H1,LONG,2026-02-26 02:15,2026-02-26 11:15,0.0991,0.0984,1000.0,100.0,0.0,NO,LONG,LONG,0.1018,0.098746,-7.0636,0.7115,-7.7751,TRAIL
35,ARB,M15+H1,SHORT,2026-03-01 23:15,2026-03-02 01:00,0.0997,0.1023,1000.0,100.0,0.0,NO,SHORT,,0.0993,0.102279,-26.0782,0.7233,-26.8015,TRAIL
36,ARB,M15+H1,LONG,2026-03-04 03:00,2026-03-04 11:30,0.1037,0.1031,1000.0,100.0,0.0,NO,LONG,LONG,0.1064,0.103208,-5.7859,0.7119,-6.4979,TRAIL
37,ARB,M15+H1,SHORT,2026-03-07 14:30,2026-03-09 03:00,0.098,0.097,1000.0,100.0,0.0,NO,SHORT,SHORT,0.0933,0.096099,10.2041,0.7104,9.4937,TRAIL
38,ARB,M15+H1,LONG,2026-03-11 14:00,2026-03-12 02:30,0.1018,0.0993,1000.0,100.0,0.0,NO,LONG,LONG,0.1026,0.099522,-24.558,0.7052,-25.2632,TRAIL
39,ARB,M15+H1,SHORT,2026-03-21 02:30,2026-03-22 02:15,0.0999,0.0967,1000.0,100.0,0.0,NO,SHORT,SHORT,0.0937,0.096511,32.032,0.7026,31.3295,TRAIL
40,ARB,M15+H1,LONG,2026-03-25 22:30,2026-03-26 05:00,0.099,0.0963,1000.0,100.0,0.0,NO,LONG,,0.0993,0.096321,-27.2727,0.7043,-27.977,TRAIL
41,ARB,M15+H1,SHORT,2026-03-28 09:30,2026-03-29 23:00,0.0897,0.0882,1000.0,100.0,0.0,NO,SHORT,SHORT,0.0855,0.088065,16.7224,0.708,16.0144,TRAIL
42,ARB,M15+H1,LONG,2026-03-31 07:30,2026-04-02 01:15,0.0926,0.093,1000.0,100.0,0.0,NO,LONG,LONG,0.0969,0.093993,4.3197,0.7155,3.6041,TRAIL
