trade_id,symbol,timeframe,side,entry_time,exit_time,entry,exit,size,close_pct,remaining_size,is_partial,entry_h1_signal,exit_h1_signal,extreme,trail_stop,gross,fee,net,result
33,NEAR,M15+H1,SHORT,2026-02-18 11:45,2026-02-18 15:30,1.04,1.062,1000.0,100.0,0.0,NO,SHORT,SHORT,1.028,1.05884,-21.1538,0.7216,-21.8754,TRAIL
34,NEAR,M15+H1,LONG,2026-02-28 20:00,2026-03-01 00:45,1.133,1.141,1000.0,100.0,0.0,NO,LONG,LONG,1.181,1.14557,7.0609,0.7165,6.3444,TRAIL
35,NEAR,M15+H1,SHORT,2026-03-06 14:00,2026-03-08 10:15,1.241,1.245,1000.0,100.0,0.0,NO,SHORT,SHORT,1.193,1.22879,-3.2232,0.7152,-3.9384,TRAIL
36,NEAR,M15+H1,LONG,2026-03-10 18:45,2026-03-12 03:00,1.286,1.282,1000.0,100.0,0.0,NO,LONG,LONG,1.323,1.28331,-3.1104,0.7129,-3.8233,TRAIL
37,NEAR,M15+H1,SHORT,2026-03-20 19:15,2026-03-22 02:15,1.313,1.301,1000.0,100.0,0.0,NO,SHORT,SHORT,1.259,1.29677,9.1394,0.7107,8.4286,TRAIL
38,NEAR,M15+H1,LONG,2026-03-31 21:15,2026-04-01 22:45,1.181,1.191,1000.0,100.0,0.0,NO,LONG,LONG,1.229,1.19213,8.4674,0.717,7.7504,TRAIL
39,NEAR,M15+H1,SHORT,2026-04-02 15:45,2026-04-03 05:30,1.156,1.186,1000.0,100.0,0.0,NO,SHORT,,1.147,1.18141,-25.9516,0.7233,-26.6748,TRAIL
40,NEAR,M15+H1,LONG,2026-04-03 19:45,2026-04-05 06:00,1.206,1.247,1000.0,100.0,0.0,NO,LONG,LONG,1.287,1.24839,33.9967,0.7261,33.2705,TRAIL
41,NEAR,M15+H1,SHORT,2026-04-19 23:45,2026-04-20 18:00,1.325,1.364,1000.0,100.0,0.0,NO,SHORT,,1.324,1.36372,-29.434,0.7245,-30.1585,TRAIL
42,NEAR,M15+H1,LONG,2026-04-22 19:45,2026-04-23 10:00,1.415,1.369,1000.0,100.0,0.0,NO,LONG,LONG,1.417,1.37449,-32.5088,0.7024,-33.2112,TRAIL
43,NEAR,M15+H1,SHORT,2026-04-26 00:00,2026-04-27 00:45,1.398,1.406,1000.0,100.0,0.0,NO,SHORT,LONG,1.378,1.41934,-5.7225,0.716,-6.4385,FLIP_H1
44,NEAR,M15+H1,LONG,2026-04-27 00:45,2026-04-27 06:45,1.406,1.37,1000.0,100.0,0.0,NO,LONG,,1.413,1.37061,-25.6046,0.7049,-26.3094,TRAIL
45,NEAR,M15+H1,SHORT,2026-04-28 06:15,2026-04-29 04:30,1.357,1.37,1000.0,100.0,0.0,NO,SHORT,SHORT,1.328,1.36784,-9.58,0.7174,-10.2974,TRAIL
46,NEAR,M15+H1,LONG,2026-05-07 02:45,2026-05-07 08:45,1.485,1.474,1000.0,100.0,0.0,NO,LONG,LONG,1.527,1.48119,-7.4074,0.7114,-8.1188,TRAIL
47,NEAR,M15+H1,SHORT,2026-05-16 20:00,2026-05-17 04:30,1.499,1.521,1000.0,100.0,0.0,NO,SHORT,SHORT,1.476,1.52028,-14.6765,0.7192,-15.3957,TRAIL
48,NEAR,M15+H1,LONG,2026-05-19 12:00,2026-05-19 19:45,1.609,1.626,1000.0,100.0,0.0,NO,LONG,LONG,1.687,1.63639,10.5656,0.7178,9.8478,TRAIL
49,NEAR,M15+H1,SHORT,2026-05-29 22:15,2026-05-30 05:00,2.386,2.326,1000.0,100.0,0.0,NO,SHORT,SHORT,2.245,2.31235,25.1467,0.705,24.4417,TRAIL
50,NEAR,M15+H1,LONG,2026-06-02 06:45,2026-06-02 14:15,2.603,2.599,1000.0,100.0,0.0,NO,LONG,LONG,2.735,2.65295,-1.5367,0.7135,-2.2501,TRAIL
