trade_no,symbol,entry_time,exit_time,side,exit_reason,entry_price,exit_price,quantity,pnl_usd,fee_usd,net_pnl,result,balance_after
38,BTCUSDT,2024-01-24 23:35:00+00:00,2024-01-24 23:40:00+00:00,LONG,TP,40109.9,40150.0099,1.246575,50.0,35.0,15.0,WIN,10570.0
39,BTCUSDT,2024-01-25 09:00:00+00:00,2024-01-25 09:05:00+00:00,LONG,TP,40069.4,40109.4694,1.247835,50.0,35.0,15.0,WIN,10585.0
40,BTCUSDT,2024-01-25 13:25:00+00:00,2024-01-25 13:40:00+00:00,SHORT,TP,39844.3,39804.4557,1.254885,50.0,35.0,15.0,WIN,10600.0
41,BTCUSDT,2024-01-25 20:55:00+00:00,2024-01-25 20:55:00+00:00,SHORT,TP,39706.3,39666.5937,1.259246,50.0,35.0,15.0,WIN,10615.0
42,BTCUSDT,2024-01-25 22:50:00+00:00,2024-01-26 02:10:00+00:00,LONG,TP,39968.9,40008.8689,1.250973,50.0,35.0,15.0,WIN,10630.0
43,BTCUSDT,2024-01-27 15:30:00+00:00,2024-01-27 15:40:00+00:00,LONG,TP,41838.1,41879.9381,1.195083,50.0,35.0,15.0,WIN,10645.0
44,BTCUSDT,2024-01-28 12:10:00+00:00,2024-01-28 12:10:00+00:00,SHORT,TP,42373.5,42331.1265,1.179983,50.0,35.0,15.0,WIN,10660.0
45,BTCUSDT,2024-01-29 01:35:00+00:00,2024-01-29 01:35:00+00:00,LONG,TP,42218.0,42260.218,1.184329,50.0,35.0,15.0,WIN,10675.0
46,BTCUSDT,2024-01-29 08:35:00+00:00,2024-01-29 09:05:00+00:00,SHORT,TP,41988.6,41946.6114,1.190799,50.0,35.0,15.0,WIN,10690.0
47,BTCUSDT,2024-01-29 15:55:00+00:00,2024-01-29 15:55:00+00:00,LONG,TP,42478.8,42521.2788,1.177058,50.0,35.0,15.0,WIN,10705.0
48,BTCUSDT,2024-01-30 12:15:00+00:00,2024-01-30 12:15:00+00:00,LONG,TP,43622.9,43666.5229,1.146187,50.0,35.0,15.0,WIN,10720.0
49,BTCUSDT,2024-01-30 13:35:00+00:00,2024-01-30 14:05:00+00:00,SHORT,TP,43183.5,43140.3165,1.15785,50.0,35.0,15.0,WIN,10735.0
50,BTCUSDT,2024-01-30 20:10:00+00:00,2024-01-30 20:25:00+00:00,LONG,TP,43539.1,43582.6391,1.148393,50.0,35.0,15.0,WIN,10750.0
51,BTCUSDT,2024-01-30 23:30:00+00:00,2024-01-30 23:40:00+00:00,SHORT,TP,42874.3,42831.4257,1.1662,50.0,35.0,15.0,WIN,10765.0
52,BTCUSDT,2024-01-31 08:40:00+00:00,2024-01-31 15:30:00+00:00,LONG,TP,42997.8,43040.7978,1.16285,50.0,35.0,15.0,WIN,10780.0
53,BTCUSDT,2024-01-31 15:45:00+00:00,2024-01-31 15:45:00+00:00,LONG,TP,43367.8,43411.1678,1.152929,50.0,35.0,15.0,WIN,10795.0
54,BTCUSDT,2024-01-31 21:15:00+00:00,2024-01-31 21:20:00+00:00,SHORT,TP,42589.9,42547.3101,1.173987,50.0,35.0,15.0,WIN,10810.0
55,BTCUSDT,2024-02-01 08:45:00+00:00,2024-02-01 10:20:00+00:00,LONG,TP,42227.1,42269.3271,1.184074,50.0,35.0,15.0,WIN,10825.0
56,BTCUSDT,2024-02-02 13:35:00+00:00,2024-02-02 13:45:00+00:00,SHORT,TP,42828.5,42785.6715,1.167447,50.0,35.0,15.0,WIN,10840.0
57,BTCUSDT,2024-02-02 15:55:00+00:00,2024-02-02 15:55:00+00:00,LONG,TP,43168.9,43212.0689,1.158241,50.0,35.0,15.0,WIN,10855.0
58,BTCUSDT,2024-02-03 00:50:00+00:00,2024-02-03 01:15:00+00:00,LONG,TP,43256.3,43299.5563,1.155901,50.0,35.0,15.0,WIN,10870.0
59,BTCUSDT,2024-02-03 07:25:00+00:00,2024-02-03 07:45:00+00:00,SHORT,TP,43092.2,43049.1078,1.160303,50.0,35.0,15.0,WIN,10885.0
60,BTCUSDT,2024-02-03 15:50:00+00:00,2024-02-03 15:50:00+00:00,LONG,TP,43113.2,43156.3132,1.159738,50.0,35.0,15.0,WIN,10900.0
61,BTCUSDT,2024-02-04 11:35:00+00:00,2024-02-04 11:35:00+00:00,LONG,TP,43015.0,43058.015,1.162385,50.0,35.0,15.0,WIN,10915.0
62,BTCUSDT,2024-02-05 05:45:00+00:00,2024-02-05 05:45:00+00:00,LONG,TP,42702.7,42745.4027,1.170886,50.0,35.0,15.0,WIN,10930.0
63,BTCUSDT,2024-02-05 15:20:00+00:00,2024-02-05 15:20:00+00:00,SHORT,TP,42844.1,42801.2559,1.167022,50.0,35.0,15.0,WIN,10945.0
64,BTCUSDT,2024-02-06 03:10:00+00:00,2024-02-06 08:10:00+00:00,LONG,TP,42917.5,42960.4175,1.165026,50.0,35.0,15.0,WIN,10960.0
65,BTCUSDT,2024-02-06 11:15:00+00:00,2024-02-06 11:15:00+00:00,SHORT,TP,42741.7,42698.9583,1.169818,50.0,35.0,15.0,WIN,10975.0
66,BTCUSDT,2024-02-06 23:30:00+00:00,2024-02-06 23:35:00+00:00,SHORT,TP,43087.8,43044.7122,1.160421,50.0,35.0,15.0,WIN,10990.0
67,BTCUSDT,2024-02-07 09:50:00+00:00,2024-02-07 14:45:00+00:00,LONG,TP,43168.5,43211.6685,1.158252,50.0,35.0,15.0,WIN,11005.0
68,BTCUSDT,2024-02-10 00:30:00+00:00,2024-02-10 00:30:00+00:00,SHORT,TP,47148.6,47101.4514,1.060477,50.0,35.0,15.0,WIN,11020.0
69,BTCUSDT,2024-02-10 09:00:00+00:00,2024-02-10 10:00:00+00:00,SHORT,TP,47074.7,47027.6253,1.062142,50.0,35.0,15.0,WIN,11035.0
70,BTCUSDT,2024-02-10 16:00:00+00:00,2024-02-10 19:15:00+00:00,LONG,TP,47331.9,47379.2319,1.05637,50.0,35.0,15.0,WIN,11050.0
71,BTCUSDT,2024-02-11 10:55:00+00:00,2024-02-11 14:10:00+00:00,SHORT,TP,48031.7,47983.6683,1.040979,50.0,35.0,15.0,WIN,11065.0
72,BTCUSDT,2024-02-11 18:35:00+00:00,2024-02-11 20:55:00+00:00,SHORT,TP,48031.1,47983.0689,1.040992,50.0,35.0,15.0,WIN,11080.0
73,BTCUSDT,2024-02-12 02:50:00+00:00,2024-02-12 04:15:00+00:00,SHORT,TP,48075.1,48027.0249,1.040039,50.0,35.0,15.0,WIN,11095.0
74,BTCUSDT,2024-02-12 14:50:00+00:00,2024-02-12 14:50:00+00:00,LONG,TP,48607.8,48656.4078,1.028641,50.0,35.0,15.0,WIN,11110.0
75,BTCUSDT,2024-02-13 04:05:00+00:00,2024-02-13 11:05:00+00:00,SHORT,TP,49871.5,49821.6285,1.002577,50.0,35.0,15.0,WIN,11125.0
76,BTCUSDT,2024-02-13 13:35:00+00:00,2024-02-13 13:35:00+00:00,SHORT,TP,49658.3,49608.6417,1.006881,50.0,35.0,15.0,WIN,11140.0
77,BTCUSDT,2024-02-13 21:30:00+00:00,2024-02-13 23:50:00+00:00,LONG,TP,49720.1,49769.8201,1.00563,50.0,35.0,15.0,WIN,11155.0
78,BTCUSDT,2024-02-14 04:40:00+00:00,2024-02-26 19:15:00+00:00,SHORT,SL,49337.2,54270.92,1.013434,-5000.0,35.0,-5035.0,LOSS,6120.0
79,BTCUSDT,2024-02-28 05:00:00+00:00,2024-02-28 05:00:00+00:00,LONG,TP,57252.2,57309.4522,0.873329,50.0,35.0,15.0,WIN,6135.0
80,BTCUSDT,2024-02-29 13:25:00+00:00,2024-02-29 13:25:00+00:00,SHORT,TP,62477.2,62414.7228,0.800292,50.0,35.0,15.0,WIN,6150.0
81,BTCUSDT,2024-02-29 16:50:00+00:00,2024-02-29 16:50:00+00:00,SHORT,TP,62103.3,62041.1967,0.80511,50.0,35.0,15.0,WIN,6165.0
82,BTCUSDT,2024-03-01 02:55:00+00:00,2024-03-01 03:10:00+00:00,SHORT,TP,61066.3,61005.2337,0.818782,50.0,35.0,15.0,WIN,6180.0
83,BTCUSDT,2024-03-01 15:50:00+00:00,2024-03-01 15:50:00+00:00,SHORT,TP,61375.0,61313.625,0.814664,50.0,35.0,15.0,WIN,6195.0
84,BTCUSDT,2024-03-02 01:55:00+00:00,2024-03-02 02:00:00+00:00,SHORT,TP,62111.2,62049.0888,0.805008,50.0,35.0,15.0,WIN,6210.0
85,BTCUSDT,2024-03-02 12:40:00+00:00,2024-03-02 12:45:00+00:00,LONG,TP,62165.1,62227.2651,0.80431,50.0,35.0,15.0,WIN,6225.0
86,BTCUSDT,2024-03-02 13:30:00+00:00,2024-03-02 13:55:00+00:00,SHORT,TP,61941.4,61879.4586,0.807215,50.0,35.0,15.0,WIN,6240.0
87,BTCUSDT,2024-03-02 19:20:00+00:00,2024-03-02 19:55:00+00:00,LONG,TP,62117.5,62179.6175,0.804926,50.0,35.0,15.0,WIN,6255.0
88,BTCUSDT,2024-03-03 01:50:00+00:00,2024-03-03 02:15:00+00:00,SHORT,TP,61851.4,61789.5486,0.808389,50.0,35.0,15.0,WIN,6270.0
89,BTCUSDT,2024-03-03 03:40:00+00:00,2024-03-03 04:15:00+00:00,LONG,TP,62015.2,62077.2152,0.806254,50.0,35.0,15.0,WIN,6285.0
90,BTCUSDT,2024-03-03 12:25:00+00:00,2024-03-03 12:25:00+00:00,LONG,TP,62500.0,62562.5,0.8,50.0,35.0,15.0,WIN,6300.0
91,BTCUSDT,2024-03-05 05:10:00+00:00,2024-03-05 05:10:00+00:00,SHORT,TP,66618.4,66551.7816,0.750543,50.0,35.0,15.0,WIN,6315.0
92,BTCUSDT,2024-03-05 16:15:00+00:00,2024-03-05 16:15:00+00:00,SHORT,TP,65480.1,65414.6199,0.763591,50.0,35.0,15.0,WIN,6330.0
93,BTCUSDT,2024-03-06 15:15:00+00:00,2024-03-06 15:15:00+00:00,SHORT,TP,66129.0,66062.871,0.756098,50.0,35.0,15.0,WIN,6345.0
94,BTCUSDT,2024-03-06 17:15:00+00:00,2024-03-06 17:15:00+00:00,LONG,TP,67071.5,67138.5715,0.745473,50.0,35.0,15.0,WIN,6360.0
95,BTCUSDT,2024-03-06 21:45:00+00:00,2024-03-06 21:45:00+00:00,SHORT,TP,66469.6,66403.1304,0.752224,50.0,35.0,15.0,WIN,6375.0
96,BTCUSDT,2024-03-06 23:05:00+00:00,2024-03-06 23:05:00+00:00,SHORT,TP,65949.9,65883.9501,0.758151,50.0,35.0,15.0,WIN,6390.0
97,BTCUSDT,2024-03-07 08:15:00+00:00,2024-03-07 08:15:00+00:00,LONG,TP,66838.6,66905.4386,0.748071,50.0,35.0,15.0,WIN,6405.0
98,BTCUSDT,2024-03-08 00:15:00+00:00,2024-03-08 00:35:00+00:00,SHORT,TP,66897.9,66831.0021,0.747408,50.0,35.0,15.0,WIN,6420.0
99,BTCUSDT,2024-03-08 06:55:00+00:00,2024-03-08 06:55:00+00:00,LONG,TP,67431.6,67499.0316,0.741492,50.0,35.0,15.0,WIN,6435.0
100,BTCUSDT,2024-03-08 16:20:00+00:00,2024-03-08 16:20:00+00:00,SHORT,TP,67051.7,66984.6483,0.745693,50.0,35.0,15.0,WIN,6450.0
101,BTCUSDT,2024-03-09 00:55:00+00:00,2024-03-09 01:00:00+00:00,SHORT,TP,68183.5,68115.3165,0.733315,50.0,35.0,15.0,WIN,6465.0
102,BTCUSDT,2024-03-09 06:55:00+00:00,2024-03-09 06:55:00+00:00,LONG,TP,68458.3,68526.7583,0.730372,50.0,35.0,15.0,WIN,6480.0
103,BTCUSDT,2024-03-09 22:05:00+00:00,2024-03-09 23:10:00+00:00,LONG,TP,68420.6,68489.0206,0.730774,50.0,35.0,15.0,WIN,6495.0
104,BTCUSDT,2024-03-10 14:45:00+00:00,2024-03-10 22:15:00+00:00,SHORT,TP,68944.9,68875.9551,0.725217,50.0,35.0,15.0,WIN,6510.0
105,BTCUSDT,2024-03-11 07:05:00+00:00,2024-03-11 07:05:00+00:00,LONG,TP,69889.0,69958.889,0.71542,50.0,35.0,15.0,WIN,6525.0
106,BTCUSDT,2024-03-12 03:40:00+00:00,2024-03-12 03:50:00+00:00,SHORT,TP,71700.1,71628.3999,0.697349,50.0,35.0,15.0,WIN,6540.0
107,BTCUSDT,2024-03-12 11:10:00+00:00,2024-03-12 11:15:00+00:00,LONG,TP,72235.0,72307.235,0.692185,50.0,35.0,15.0,WIN,6555.0
108,BTCUSDT,2024-03-12 15:05:00+00:00,2024-03-12 15:05:00+00:00,SHORT,TP,71576.1,71504.5239,0.698557,50.0,35.0,15.0,WIN,6570.0
109,BTCUSDT,2024-03-12 23:40:00+00:00,2024-03-12 23:50:00+00:00,LONG,TP,71480.3,71551.7803,0.699493,50.0,35.0,15.0,WIN,6585.0
110,BTCUSDT,2024-03-13 14:00:00+00:00,2024-03-13 14:00:00+00:00,SHORT,TP,72239.9,72167.6601,0.692138,50.0,35.0,15.0,WIN,6600.0
111,BTCUSDT,2024-03-13 20:00:00+00:00,2024-03-13 20:15:00+00:00,LONG,TP,73399.9,73473.2999,0.6812,50.0,35.0,15.0,WIN,6615.0
112,BTCUSDT,2024-03-14 01:40:00+00:00,2024-03-14 12:20:00+00:00,SHORT,TP,72720.2,72647.4798,0.687567,50.0,35.0,15.0,WIN,6630.0
113,BTCUSDT,2024-03-14 22:45:00+00:00,2024-03-14 22:45:00+00:00,LONG,TP,71459.1,71530.5591,0.699701,50.0,35.0,15.0,WIN,6645.0
114,BTCUSDT,2024-03-15 03:10:00+00:00,2024-03-15 03:10:00+00:00,SHORT,TP,69022.9,68953.8771,0.724397,50.0,35.0,15.0,WIN,6660.0
115,BTCUSDT,2024-03-15 21:00:00+00:00,2024-03-16 11:30:00+00:00,SHORT,TP,67906.6,67838.6934,0.736305,50.0,35.0,15.0,WIN,6675.0
116,BTCUSDT,2024-03-17 07:15:00+00:00,2024-03-17 07:15:00+00:00,SHORT,TP,65218.8,65153.5812,0.76665,50.0,35.0,15.0,WIN,6690.0
117,BTCUSDT,2024-03-17 08:55:00+00:00,2024-03-17 08:55:00+00:00,LONG,TP,66485.8,66552.2858,0.75204,50.0,35.0,15.0,WIN,6705.0
118,BTCUSDT,2024-03-18 00:40:00+00:00,2024-03-18 00:40:00+00:00,SHORT,TP,67447.4,67379.9526,0.741318,50.0,35.0,15.0,WIN,6720.0
119,BTCUSDT,2024-03-18 21:40:00+00:00,2024-03-18 22:55:00+00:00,LONG,TP,67695.2,67762.8952,0.738605,50.0,35.0,15.0,WIN,6735.0
120,BTCUSDT,2024-03-19 01:10:00+00:00,2024-03-19 01:20:00+00:00,SHORT,TP,66716.7,66649.9833,0.749438,50.0,35.0,15.0,WIN,6750.0
121,BTCUSDT,2024-03-19 16:00:00+00:00,2024-03-19 16:00:00+00:00,LONG,TP,64084.1,64148.1841,0.780225,50.0,35.0,15.0,WIN,6765.0
122,BTCUSDT,2024-03-19 22:45:00+00:00,2024-03-19 22:50:00+00:00,SHORT,TP,62777.8,62715.0222,0.79646,50.0,35.0,15.0,WIN,6780.0
123,BTCUSDT,2024-03-20 08:30:00+00:00,2024-03-20 08:30:00+00:00,LONG,TP,63043.9,63106.9439,0.793098,50.0,35.0,15.0,WIN,6795.0
124,BTCUSDT,2024-03-21 04:00:00+00:00,2024-03-21 04:00:00+00:00,SHORT,TP,66707.8,66641.0922,0.749538,50.0,35.0,15.0,WIN,6810.0
125,BTCUSDT,2024-03-21 12:20:00+00:00,2024-03-21 12:25:00+00:00,LONG,TP,67334.4,67401.7344,0.742562,50.0,35.0,15.0,WIN,6825.0
126,BTCUSDT,2024-03-21 15:20:00+00:00,2024-03-21 15:20:00+00:00,SHORT,TP,66460.7,66394.2393,0.752324,50.0,35.0,15.0,WIN,6840.0
127,BTCUSDT,2024-03-22 10:30:00+00:00,2024-03-22 10:30:00+00:00,SHORT,TP,64892.3,64827.4077,0.770507,50.0,35.0,15.0,WIN,6855.0
128,BTCUSDT,2024-03-23 04:10:00+00:00,2024-03-23 04:10:00+00:00,LONG,TP,63958.2,64022.1582,0.781761,50.0,35.0,15.0,WIN,6870.0
129,BTCUSDT,2024-03-24 08:20:00+00:00,2024-03-24 08:20:00+00:00,LONG,TP,64780.3,64845.0803,0.77184,50.0,35.0,15.0,WIN,6885.0
130,BTCUSDT,2024-03-25 11:15:00+00:00,2024-03-25 11:15:00+00:00,SHORT,TP,66911.9,66844.9881,0.747251,50.0,35.0,15.0,WIN,6900.0
131,BTCUSDT,2024-03-25 14:00:00+00:00,2024-03-25 14:00:00+00:00,LONG,TP,68046.6,68114.6466,0.734791,50.0,35.0,15.0,WIN,6915.0
132,BTCUSDT,2024-03-26 00:20:00+00:00,2024-03-26 00:20:00+00:00,SHORT,TP,69946.4,69876.4536,0.714833,50.0,35.0,15.0,WIN,6930.0
133,BTCUSDT,2024-03-26 04:35:00+00:00,2024-03-26 07:00:00+00:00,LONG,TP,70610.1,70680.7101,0.708114,50.0,35.0,15.0,WIN,6945.0
134,BTCUSDT,2024-03-26 14:25:00+00:00,2024-03-26 14:25:00+00:00,SHORT,TP,69929.2,69859.2708,0.715009,50.0,35.0,15.0,WIN,6960.0
135,BTCUSDT,2024-03-27 01:15:00+00:00,2024-03-27 13:00:00+00:00,LONG,TP,70729.4,70800.1294,0.70692,50.0,35.0,15.0,WIN,6975.0
136,BTCUSDT,2024-03-27 13:20:00+00:00,2024-03-27 13:20:00+00:00,LONG,TP,71202.6,71273.8026,0.702222,50.0,35.0,15.0,WIN,6990.0
137,BTCUSDT,2024-03-27 14:10:00+00:00,2024-03-27 14:10:00+00:00,SHORT,TP,69282.6,69213.3174,0.721682,50.0,35.0,15.0,WIN,7005.0
138,BTCUSDT,2024-03-27 22:55:00+00:00,2024-03-27 22:55:00+00:00,LONG,TP,69389.1,69458.4891,0.720574,50.0,35.0,15.0,WIN,7020.0
139,BTCUSDT,2024-03-28 20:35:00+00:00,2024-03-28 22:10:00+00:00,SHORT,TP,70709.2,70638.4908,0.707122,50.0,35.0,15.0,WIN,7035.0
140,BTCUSDT,2024-03-29 03:00:00+00:00,2024-03-29 03:20:00+00:00,SHORT,TP,70675.7,70605.0243,0.707457,50.0,35.0,15.0,WIN,7050.0
141,BTCUSDT,2024-03-29 14:45:00+00:00,2024-03-31 05:45:00+00:00,LONG,TP,70464.0,70534.464,0.709582,50.0,35.0,15.0,WIN,7065.0
142,BTCUSDT,2024-04-01 02:00:00+00:00,2024-04-01 03:05:00+00:00,SHORT,TP,70885.0,70814.115,0.705368,50.0,35.0,15.0,WIN,7080.0
143,BTCUSDT,2024-04-01 13:05:00+00:00,2024-04-01 13:05:00+00:00,LONG,TP,69875.0,69944.875,0.715564,50.0,35.0,15.0,WIN,7095.0
144,BTCUSDT,2024-04-01 14:35:00+00:00,2024-04-01 14:35:00+00:00,SHORT,TP,69383.0,69313.617,0.720638,50.0,35.0,15.0,WIN,7110.0
145,BTCUSDT,2024-04-01 21:35:00+00:00,2024-04-01 22:40:00+00:00,LONG,TP,69797.5,69867.2975,0.716358,50.0,35.0,15.0,WIN,7125.0
146,BTCUSDT,2024-04-02 02:30:00+00:00,2024-04-02 02:30:00+00:00,SHORT,TP,68491.3,68422.8087,0.73002,50.0,35.0,15.0,WIN,7140.0
147,BTCUSDT,2024-04-03 00:30:00+00:00,2024-04-03 00:30:00+00:00,SHORT,TP,65135.2,65070.0648,0.767634,50.0,35.0,15.0,WIN,7155.0
148,BTCUSDT,2024-04-03 03:55:00+00:00,2024-04-03 04:00:00+00:00,LONG,TP,66223.7,66289.9237,0.755017,50.0,35.0,15.0,WIN,7170.0
149,BTCUSDT,2024-04-03 11:10:00+00:00,2024-04-03 18:30:00+00:00,SHORT,TP,65611.7,65546.0883,0.762059,50.0,35.0,15.0,WIN,7185.0
150,BTCUSDT,2024-04-04 00:45:00+00:00,2024-04-04 00:45:00+00:00,LONG,TP,66264.5,66330.7645,0.754552,50.0,35.0,15.0,WIN,7200.0
151,BTCUSDT,2024-04-04 02:45:00+00:00,2024-04-04 03:05:00+00:00,SHORT,TP,65688.5,65622.8115,0.761168,50.0,35.0,15.0,WIN,7215.0
152,BTCUSDT,2024-04-04 09:05:00+00:00,2024-04-04 09:05:00+00:00,LONG,TP,66344.9,66411.2449,0.753637,50.0,35.0,15.0,WIN,7230.0
153,BTCUSDT,2024-04-05 14:05:00+00:00,2024-04-05 14:05:00+00:00,LONG,TP,67370.7,67438.0707,0.742162,50.0,35.0,15.0,WIN,7245.0
154,BTCUSDT,2024-04-05 22:00:00+00:00,2024-04-12 17:25:00+00:00,SHORT,TP,67493.6,67426.1064,0.740811,50.0,35.0,15.0,WIN,7260.0
155,BTCUSDT,2024-04-13 04:15:00+00:00,2024-04-13 04:20:00+00:00,LONG,TP,67267.4,67334.6674,0.743302,50.0,35.0,15.0,WIN,7275.0
156,BTCUSDT,2024-04-13 13:10:00+00:00,2024-04-13 13:10:00+00:00,LONG,TP,67696.1,67763.7961,0.738595,50.0,35.0,15.0,WIN,7290.0
157,BTCUSDT,2024-04-13 17:15:00+00:00,2024-04-13 17:15:00+00:00,SHORT,TP,67065.3,66998.2347,0.745542,50.0,35.0,15.0,WIN,7305.0
158,BTCUSDT,2024-04-14 06:55:00+00:00,2024-04-14 06:55:00+00:00,LONG,TP,64583.0,64647.583,0.774198,50.0,35.0,15.0,WIN,7320.0
159,BTCUSDT,2024-04-14 17:25:00+00:00,2024-04-14 17:25:00+00:00,SHORT,TP,62738.4,62675.6616,0.79696,50.0,35.0,15.0,WIN,7335.0
160,BTCUSDT,2024-04-14 18:40:00+00:00,2024-04-14 22:05:00+00:00,LONG,TP,64534.7,64599.2347,0.774777,50.0,35.0,15.0,WIN,7350.0
161,BTCUSDT,2024-04-14 22:10:00+00:00,2024-04-14 22:25:00+00:00,LONG,TP,65174.4,65239.5744,0.767172,50.0,35.0,15.0,WIN,7365.0
162,BTCUSDT,2024-04-15 14:05:00+00:00,2024-04-15 14:05:00+00:00,SHORT,TP,65820.0,65754.18,0.759648,50.0,35.0,15.0,WIN,7380.0
163,BTCUSDT,2024-04-16 07:55:00+00:00,2024-04-16 07:55:00+00:00,LONG,TP,63469.4,63532.8694,0.787781,50.0,35.0,15.0,WIN,7395.0
164,BTCUSDT,2024-04-16 10:20:00+00:00,2024-04-16 10:20:00+00:00,SHORT,TP,62600.0,62537.4,0.798722,50.0,35.0,15.0,WIN,7410.0
165,BTCUSDT,2024-04-16 13:55:00+00:00,2024-04-16 14:35:00+00:00,SHORT,TP,62187.2,62125.0128,0.804024,50.0,35.0,15.0,WIN,7425.0
166,BTCUSDT,2024-04-16 21:00:00+00:00,2024-04-16 21:00:00+00:00,LONG,TP,62997.9,63060.8979,0.793677,50.0,35.0,15.0,WIN,7440.0
167,BTCUSDT,2024-04-17 07:50:00+00:00,2024-04-17 07:55:00+00:00,SHORT,TP,63492.9,63429.4071,0.78749,50.0,35.0,15.0,WIN,7455.0
168,BTCUSDT,2024-04-18 06:05:00+00:00,2024-04-18 06:05:00+00:00,SHORT,TP,61142.5,61081.3575,0.817762,50.0,35.0,15.0,WIN,7470.0
169,BTCUSDT,2024-04-18 11:20:00+00:00,2024-04-18 11:20:00+00:00,LONG,TP,62651.0,62713.651,0.798072,50.0,35.0,15.0,WIN,7485.0
170,BTCUSDT,2024-04-19 07:00:00+00:00,2024-04-19 07:00:00+00:00,LONG,TP,64595.9,64660.4959,0.774043,50.0,35.0,15.0,WIN,7500.0
171,BTCUSDT,2024-04-19 16:25:00+00:00,2024-04-19 16:25:00+00:00,SHORT,TP,63557.6,63494.0424,0.786688,50.0,35.0,15.0,WIN,7515.0
172,BTCUSDT,2024-04-20 06:25:00+00:00,2024-04-20 06:30:00+00:00,LONG,TP,64022.4,64086.4224,0.780977,50.0,35.0,15.0,WIN,7530.0
173,BTCUSDT,2024-04-21 03:15:00+00:00,2024-04-22 01:20:00+00:00,LONG,TP,65543.9,65609.4439,0.762847,50.0,35.0,15.0,WIN,7545.0
174,BTCUSDT,2024-04-22 14:35:00+00:00,2024-04-22 14:40:00+00:00,LONG,TP,66268.7,66334.9687,0.754504,50.0,35.0,15.0,WIN,7560.0
175,BTCUSDT,2024-04-22 15:20:00+00:00,2024-04-24 14:25:00+00:00,SHORT,TP,65738.5,65672.7615,0.760589,50.0,35.0,15.0,WIN,7575.0
176,BTCUSDT,2024-04-25 16:00:00+00:00,2024-04-25 16:00:00+00:00,LONG,TP,64091.6,64155.6916,0.780133,50.0,35.0,15.0,WIN,7590.0
177,BTCUSDT,2024-04-26 00:30:00+00:00,2024-04-26 00:30:00+00:00,SHORT,TP,64361.9,64297.5381,0.776857,50.0,35.0,15.0,WIN,7605.0
178,BTCUSDT,2024-04-26 11:00:00+00:00,2024-04-26 12:50:00+00:00,SHORT,TP,64069.0,64004.931,0.780409,50.0,35.0,15.0,WIN,7620.0
179,BTCUSDT,2024-04-26 14:20:00+00:00,2024-05-01 07:05:00+00:00,LONG,SL,64662.0,58195.8,0.773252,-5000.0,35.0,-5035.0,LOSS,2585.0
180,BTCUSDT,2024-05-02 01:35:00+00:00,2024-05-02 01:35:00+00:00,SHORT,TP,57286.0,57228.714,0.872814,50.0,35.0,15.0,WIN,2600.0
181,BTCUSDT,2024-05-02 08:40:00+00:00,2024-05-02 08:45:00+00:00,LONG,TP,57795.6,57853.3956,0.865118,50.0,35.0,15.0,WIN,2615.0
182,BTCUSDT,2024-05-03 00:40:00+00:00,2024-05-06 08:15:00+00:00,SHORT,SL,58854.7,64740.17,0.84955,-5000.0,35.0,-5035.0,LOSS,-2420.0
183,BTCUSDT,2024-05-06 12:35:00+00:00,2024-05-06 12:35:00+00:00,SHORT,TP,63771.8,63708.0282,0.784046,50.0,35.0,15.0,WIN,-2405.0
184,BTCUSDT,2024-05-07 00:45:00+00:00,2024-05-07 00:45:00+00:00,LONG,TP,63527.0,63590.527,0.787067,50.0,35.0,15.0,WIN,-2390.0
185,BTCUSDT,2024-05-07 03:50:00+00:00,2024-05-07 03:50:00+00:00,SHORT,TP,63226.9,63163.6731,0.790803,50.0,35.0,15.0,WIN,-2375.0
186,BTCUSDT,2024-05-07 14:00:00+00:00,2024-05-07 14:00:00+00:00,SHORT,TP,63191.5,63128.3085,0.791246,50.0,35.0,15.0,WIN,-2360.0
187,BTCUSDT,2024-05-08 14:35:00+00:00,2024-05-08 14:35:00+00:00,LONG,TP,62448.0,62510.448,0.800666,50.0,35.0,15.0,WIN,-2345.0
188,BTCUSDT,2024-05-08 15:30:00+00:00,2024-05-08 15:30:00+00:00,SHORT,TP,62086.2,62024.1138,0.805332,50.0,35.0,15.0,WIN,-2330.0
189,BTCUSDT,2024-05-08 19:30:00+00:00,2024-05-08 20:15:00+00:00,SHORT,TP,62030.0,61967.97,0.806062,50.0,35.0,15.0,WIN,-2315.0
190,BTCUSDT,2024-05-08 20:25:00+00:00,2024-05-08 20:25:00+00:00,SHORT,TP,61704.0,61642.296,0.81032,50.0,35.0,15.0,WIN,-2300.0
191,BTCUSDT,2024-05-09 04:10:00+00:00,2024-05-09 15:05:00+00:00,LONG,TP,61717.0,61778.717,0.81015,50.0,35.0,15.0,WIN,-2285.0
192,BTCUSDT,2024-05-10 06:00:00+00:00,2024-05-10 14:00:00+00:00,SHORT,TP,62745.5,62682.7545,0.79687,50.0,35.0,15.0,WIN,-2270.0
193,BTCUSDT,2024-05-10 14:15:00+00:00,2024-05-10 14:15:00+00:00,SHORT,TP,62533.9,62471.3661,0.799566,50.0,35.0,15.0,WIN,-2255.0
194,BTCUSDT,2024-05-11 11:25:00+00:00,2024-05-16 00:10:00+00:00,SHORT,SL,60582.6,66640.86,0.825319,-5000.0,35.0,-5035.0,LOSS,-7290.0
