trade_id,symbol,timeframe,side,entry_time,exit_time,entry,exit,size,close_pct,remaining_size,is_partial,entry_h1_signal,exit_h1_signal,extreme,trail_stop,gross,fee,net,result
36,AVAX,M15+H1,LONG,2026-03-25 06:30,2026-03-26 05:30,9.649,9.469,1000.0,100.0,0.0,NO,LONG,LONG,9.792,9.49824,-18.6548,0.7073,-19.3621,TRAIL
37,AVAX,M15+H1,SHORT,2026-03-28 06:00,2026-03-30 00:15,8.754,8.688,1000.0,100.0,0.0,NO,SHORT,SHORT,8.365,8.61595,7.5394,0.7113,6.8281,TRAIL
38,AVAX,M15+H1,LONG,2026-03-31 21:30,2026-04-01 09:00,8.891,9.194,1000.0,100.0,0.0,NO,LONG,LONG,9.48,9.1956,34.0794,0.7262,33.3532,TRAIL
39,AVAX,M15+H1,SHORT,2026-04-02 21:00,2026-04-03 09:30,8.688,8.945,1000.0,100.0,0.0,NO,SHORT,,8.68,8.9404,-29.581,0.7246,-30.3056,TRAIL
40,AVAX,M15+H1,LONG,2026-04-06 00:00,2026-04-06 13:30,9.186,9.351,1000.0,100.0,0.0,NO,LONG,LONG,9.663,9.37311,17.9621,0.7204,17.2417,TRAIL
41,AVAX,M15+H1,SHORT,2026-04-19 14:00,2026-04-20 07:15,9.276,9.28,1000.0,100.0,0.0,NO,SHORT,SHORT,8.961,9.22983,-0.4312,0.7142,-1.1454,TRAIL
42,AVAX,M15+H1,LONG,2026-04-22 13:00,2026-04-23 00:00,9.537,9.264,1000.0,100.0,0.0,NO,LONG,LONG,9.585,9.29745,-28.6254,0.7038,-29.3291,TRAIL
43,AVAX,M15+H1,SHORT,2026-04-28 00:15,2026-04-29 09:45,9.231,9.396,1000.0,100.0,0.0,NO,SHORT,,9.103,9.37609,-17.8746,0.7204,-18.5949,TRAIL
44,AVAX,M15+H1,LONG,2026-05-04 11:00,2026-05-07 02:00,9.13,9.469,1000.0,100.0,0.0,NO,LONG,LONG,9.774,9.48078,37.1303,0.7273,36.4031,TRAIL
45,AVAX,M15+H1,SHORT,2026-05-12 22:45,2026-05-13 09:30,9.866,10.129,1000.0,100.0,0.0,NO,SHORT,LONG,9.817,10.11151,-26.6572,0.7235,-27.3807,TRAIL
46,AVAX,M15+H1,LONG,2026-05-21 16:00,2026-05-22 18:45,9.365,9.289,1000.0,100.0,0.0,NO,LONG,,9.599,9.31103,-8.1153,0.7111,-8.8264,TRAIL
47,AVAX,M15+H1,SHORT,2026-05-23 15:15,2026-05-23 20:30,9.121,9.474,1000.0,100.0,0.0,NO,SHORT,,9.101,9.37403,-38.7019,0.7278,-39.4297,TRAIL
