trade_no,symbol,entry_time,exit_time,side,entry_price,exit_price,quantity,pnl_usd,fee_usd,net_pnl,result,balance_after
21,BTCUSDT,2024-01-03 17:23:00+00:00,2024-01-03 17:48:00+00:00,SHORT,42705.0,42662.295,1.170823,50.0,35.0,15.0,WIN,10315.0
22,BTCUSDT,2024-01-03 21:19:00+00:00,2024-01-03 21:28:00+00:00,LONG,42817.3,42860.1173,1.167752,50.0,35.0,15.0,WIN,10330.0
23,BTCUSDT,2024-01-03 22:45:00+00:00,2024-01-03 22:45:00+00:00,SHORT,42656.3,42613.6437,1.17216,50.0,35.0,15.0,WIN,10345.0
24,BTCUSDT,2024-01-04 00:05:00+00:00,2024-01-04 00:08:00+00:00,LONG,42832.7,42875.5327,1.167332,50.0,35.0,15.0,WIN,10360.0
25,BTCUSDT,2024-01-04 01:22:00+00:00,2024-01-04 01:23:00+00:00,SHORT,42749.9,42707.1501,1.169593,50.0,35.0,15.0,WIN,10375.0
26,BTCUSDT,2024-01-04 02:17:00+00:00,2024-01-04 02:45:00+00:00,LONG,42937.3,42980.2373,1.164489,50.0,35.0,15.0,WIN,10390.0
27,BTCUSDT,2024-01-04 04:50:00+00:00,2024-01-04 05:37:00+00:00,LONG,43184.9,43228.0849,1.157812,50.0,35.0,15.0,WIN,10405.0
28,BTCUSDT,2024-01-04 09:20:00+00:00,2024-01-04 09:23:00+00:00,LONG,42924.7,42967.6247,1.164831,50.0,35.0,15.0,WIN,10420.0
29,BTCUSDT,2024-01-04 10:26:00+00:00,2024-01-05 01:48:00+00:00,SHORT,42688.8,42646.1112,1.171267,50.0,35.0,15.0,WIN,10435.0
30,BTCUSDT,2024-01-05 03:15:00+00:00,2024-01-05 05:24:00+00:00,LONG,43612.8,43656.4128,1.146452,50.0,35.0,15.0,WIN,10450.0
31,BTCUSDT,2024-01-05 10:29:00+00:00,2024-01-05 10:37:00+00:00,SHORT,43913.0,43869.087,1.138615,50.0,35.0,15.0,WIN,10465.0
32,BTCUSDT,2024-01-05 13:51:00+00:00,2024-01-05 14:11:00+00:00,SHORT,43828.9,43785.0711,1.1408,50.0,35.0,15.0,WIN,10480.0
33,BTCUSDT,2024-01-05 14:13:00+00:00,2024-01-05 14:20:00+00:00,SHORT,43790.5,43746.7095,1.1418,50.0,35.0,15.0,WIN,10495.0
34,BTCUSDT,2024-01-05 17:47:00+00:00,2024-01-05 17:53:00+00:00,LONG,43501.3,43544.8013,1.149391,50.0,35.0,15.0,WIN,10510.0
35,BTCUSDT,2024-01-06 00:32:00+00:00,2024-01-06 00:46:00+00:00,SHORT,44017.9,43973.8821,1.135902,50.0,35.0,15.0,WIN,10525.0
36,BTCUSDT,2024-01-06 03:41:00+00:00,2024-01-06 18:31:00+00:00,LONG,43989.9,44033.8899,1.136625,50.0,35.0,15.0,WIN,10540.0
37,BTCUSDT,2024-01-06 19:21:00+00:00,2024-01-06 19:42:00+00:00,SHORT,43873.0,43829.127,1.139653,50.0,35.0,15.0,WIN,10555.0
38,BTCUSDT,2024-01-06 23:48:00+00:00,2024-01-06 23:56:00+00:00,LONG,43921.1,43965.0211,1.138405,50.0,35.0,15.0,WIN,10570.0
39,BTCUSDT,2024-01-07 02:03:00+00:00,2024-01-07 02:36:00+00:00,SHORT,44024.0,43979.976,1.135744,50.0,35.0,15.0,WIN,10585.0
40,BTCUSDT,2024-01-07 05:58:00+00:00,2024-01-07 17:03:00+00:00,SHORT,43833.0,43789.167,1.140693,50.0,35.0,15.0,WIN,10600.0
41,BTCUSDT,2024-01-07 18:15:00+00:00,2024-01-07 18:17:00+00:00,LONG,44098.8,44142.8988,1.133818,50.0,35.0,15.0,WIN,10615.0
42,BTCUSDT,2024-01-08 01:19:00+00:00,2024-01-08 02:16:00+00:00,SHORT,43692.0,43648.308,1.144374,50.0,35.0,15.0,WIN,10630.0
43,BTCUSDT,2024-01-08 02:18:00+00:00,2024-01-08 02:37:00+00:00,SHORT,43609.4,43565.7906,1.146542,50.0,35.0,15.0,WIN,10645.0
44,BTCUSDT,2024-01-08 04:10:00+00:00,2024-01-08 04:59:00+00:00,LONG,43552.8,43596.3528,1.148032,50.0,35.0,15.0,WIN,10660.0
45,BTCUSDT,2024-01-08 09:22:00+00:00,2024-01-08 09:31:00+00:00,SHORT,43852.2,43808.3478,1.140194,50.0,35.0,15.0,WIN,10675.0
46,BTCUSDT,2024-01-08 10:25:00+00:00,2024-01-08 10:27:00+00:00,LONG,43954.4,43998.3544,1.137543,50.0,35.0,15.0,WIN,10690.0
47,BTCUSDT,2024-01-09 04:30:00+00:00,2024-01-09 05:15:00+00:00,SHORT,46731.5,46684.7685,1.069942,50.0,35.0,15.0,WIN,10705.0
48,BTCUSDT,2024-01-09 08:43:00+00:00,2024-01-09 08:50:00+00:00,SHORT,46711.2,46664.4888,1.070407,50.0,35.0,15.0,WIN,10720.0
49,BTCUSDT,2024-01-09 10:24:00+00:00,2024-01-09 12:02:00+00:00,LONG,46669.7,46716.3697,1.071359,50.0,35.0,15.0,WIN,10735.0
50,BTCUSDT,2024-01-09 12:58:00+00:00,2024-01-09 12:58:00+00:00,SHORT,46284.0,46237.716,1.080287,50.0,35.0,15.0,WIN,10750.0
51,BTCUSDT,2024-01-09 13:37:00+00:00,2024-01-09 13:51:00+00:00,LONG,46759.9,46806.6599,1.069292,50.0,35.0,15.0,WIN,10765.0
52,BTCUSDT,2024-01-09 14:47:00+00:00,2024-01-09 14:55:00+00:00,SHORT,46633.2,46586.5668,1.072197,50.0,35.0,15.0,WIN,10780.0
53,BTCUSDT,2024-01-09 15:38:00+00:00,2024-01-09 15:40:00+00:00,LONG,46915.4,46962.3154,1.065748,50.0,35.0,15.0,WIN,10795.0
54,BTCUSDT,2024-01-09 19:32:00+00:00,2024-01-09 19:33:00+00:00,LONG,46781.7,46828.4817,1.068794,50.0,35.0,15.0,WIN,10810.0
55,BTCUSDT,2024-01-09 20:56:00+00:00,2024-01-09 20:57:00+00:00,SHORT,46651.6,46604.9484,1.071775,50.0,35.0,15.0,WIN,10825.0
56,BTCUSDT,2024-01-09 21:12:00+00:00,2024-01-09 21:12:00+00:00,LONG,47637.0,47684.637,1.049604,50.0,35.0,15.0,WIN,10840.0
57,BTCUSDT,2024-01-09 21:20:00+00:00,2024-01-09 21:20:00+00:00,SHORT,46543.8,46497.2562,1.074257,50.0,35.0,15.0,WIN,10855.0
58,BTCUSDT,2024-01-10 02:16:00+00:00,2024-01-10 02:17:00+00:00,LONG,45975.7,46021.6757,1.087531,50.0,35.0,15.0,WIN,10870.0
59,BTCUSDT,2024-01-10 04:38:00+00:00,2024-01-10 04:56:00+00:00,SHORT,46051.7,46005.6483,1.085736,50.0,35.0,15.0,WIN,10885.0
60,BTCUSDT,2024-01-10 06:47:00+00:00,2024-01-10 17:42:00+00:00,LONG,46028.9,46074.9289,1.086274,50.0,35.0,15.0,WIN,10900.0
61,BTCUSDT,2024-01-11 00:19:00+00:00,2024-01-11 00:19:00+00:00,SHORT,46502.1,46455.5979,1.07522,50.0,35.0,15.0,WIN,10915.0
62,BTCUSDT,2024-01-11 03:17:00+00:00,2024-01-11 03:17:00+00:00,SHORT,46335.8,46289.4642,1.079079,50.0,35.0,15.0,WIN,10930.0
63,BTCUSDT,2024-01-11 09:57:00+00:00,2024-01-11 16:11:00+00:00,SHORT,46217.6,46171.3824,1.081839,50.0,35.0,15.0,WIN,10945.0
64,BTCUSDT,2024-01-11 17:52:00+00:00,2024-01-11 17:54:00+00:00,LONG,46335.6,46381.9356,1.079084,50.0,35.0,15.0,WIN,10960.0
65,BTCUSDT,2024-01-11 20:55:00+00:00,2024-01-11 20:55:00+00:00,SHORT,46284.1,46237.8159,1.080285,50.0,35.0,15.0,WIN,10975.0
66,BTCUSDT,2024-01-11 23:12:00+00:00,2024-01-12 00:36:00+00:00,LONG,46455.2,46501.6552,1.076306,50.0,35.0,15.0,WIN,10990.0
67,BTCUSDT,2024-01-12 02:45:00+00:00,2024-01-12 06:18:00+00:00,LONG,46248.2,46294.4482,1.081123,50.0,35.0,15.0,WIN,11005.0
68,BTCUSDT,2024-01-12 07:05:00+00:00,2024-01-12 07:10:00+00:00,SHORT,45973.0,45927.027,1.087595,50.0,35.0,15.0,WIN,11020.0
69,BTCUSDT,2024-01-12 09:44:00+00:00,2024-01-12 09:44:00+00:00,LONG,45998.2,46044.1982,1.086999,50.0,35.0,15.0,WIN,11035.0
70,BTCUSDT,2024-01-12 12:21:00+00:00,2024-01-12 12:32:00+00:00,SHORT,45990.1,45944.1099,1.087191,50.0,35.0,15.0,WIN,11050.0
71,BTCUSDT,2024-01-12 14:22:00+00:00,2024-01-12 14:32:00+00:00,SHORT,45683.0,45637.317,1.094499,50.0,35.0,15.0,WIN,11065.0
72,BTCUSDT,2024-01-12 18:04:00+00:00,2024-01-12 18:04:00+00:00,LONG,43881.6,43925.4816,1.13943,50.0,35.0,15.0,WIN,11080.0
73,BTCUSDT,2024-01-12 18:32:00+00:00,2024-01-12 18:32:00+00:00,SHORT,43530.1,43486.5699,1.14863,50.0,35.0,15.0,WIN,11095.0
74,BTCUSDT,2024-01-12 19:02:00+00:00,2024-01-12 19:02:00+00:00,SHORT,43470.0,43426.53,1.150219,50.0,35.0,15.0,WIN,11110.0
75,BTCUSDT,2024-01-12 21:35:00+00:00,2024-01-12 21:35:00+00:00,SHORT,43498.4,43454.9016,1.149468,50.0,35.0,15.0,WIN,11125.0
76,BTCUSDT,2024-01-12 23:32:00+00:00,2024-01-13 00:08:00+00:00,LONG,42907.5,42950.4075,1.165297,50.0,35.0,15.0,WIN,11140.0
77,BTCUSDT,2024-01-13 01:14:00+00:00,2024-01-13 01:24:00+00:00,SHORT,42570.1,42527.5299,1.174533,50.0,35.0,15.0,WIN,11155.0
78,BTCUSDT,2024-01-13 03:04:00+00:00,2024-01-13 03:08:00+00:00,SHORT,42608.6,42565.9914,1.173472,50.0,35.0,15.0,WIN,11170.0
79,BTCUSDT,2024-01-13 04:20:00+00:00,2024-01-13 04:21:00+00:00,LONG,42709.2,42751.9092,1.170708,50.0,35.0,15.0,WIN,11185.0
80,BTCUSDT,2024-01-13 08:38:00+00:00,2024-01-13 08:44:00+00:00,SHORT,43128.8,43085.6712,1.159318,50.0,35.0,15.0,WIN,11200.0
81,BTCUSDT,2024-01-13 09:11:00+00:00,2024-01-13 09:13:00+00:00,SHORT,43110.8,43067.6892,1.159802,50.0,35.0,15.0,WIN,11215.0
82,BTCUSDT,2024-01-13 16:42:00+00:00,2024-01-13 17:05:00+00:00,SHORT,42848.6,42805.7514,1.166899,50.0,35.0,15.0,WIN,11230.0
83,BTCUSDT,2024-01-13 19:25:00+00:00,2024-01-13 19:35:00+00:00,LONG,42945.0,42987.945,1.16428,50.0,35.0,15.0,WIN,11245.0
84,BTCUSDT,2024-01-13 20:04:00+00:00,2024-01-13 20:04:00+00:00,SHORT,42770.5,42727.7295,1.16903,50.0,35.0,15.0,WIN,11260.0
85,BTCUSDT,2024-01-13 21:24:00+00:00,2024-01-13 21:55:00+00:00,LONG,42916.0,42958.916,1.165067,50.0,35.0,15.0,WIN,11275.0
86,BTCUSDT,2024-01-13 23:23:00+00:00,2024-01-13 23:24:00+00:00,SHORT,42900.3,42857.3997,1.165493,50.0,35.0,15.0,WIN,11290.0
87,BTCUSDT,2024-01-14 01:51:00+00:00,2024-01-14 06:11:00+00:00,LONG,42808.8,42851.6088,1.167984,50.0,35.0,15.0,WIN,11305.0
88,BTCUSDT,2024-01-14 08:59:00+00:00,2024-01-14 09:56:00+00:00,LONG,42998.0,43040.998,1.162845,50.0,35.0,15.0,WIN,11320.0
89,BTCUSDT,2024-01-14 11:00:00+00:00,2024-01-14 11:01:00+00:00,SHORT,42895.0,42852.105,1.165637,50.0,35.0,15.0,WIN,11335.0
90,BTCUSDT,2024-01-14 13:49:00+00:00,2024-01-14 13:52:00+00:00,LONG,42825.9,42868.7259,1.167518,50.0,35.0,15.0,WIN,11350.0
91,BTCUSDT,2024-01-14 15:20:00+00:00,2024-01-14 19:15:00+00:00,SHORT,42810.0,42767.19,1.167951,50.0,35.0,15.0,WIN,11365.0
92,BTCUSDT,2024-01-14 23:09:00+00:00,2024-01-14 23:09:00+00:00,SHORT,42096.4,42054.3036,1.18775,50.0,35.0,15.0,WIN,11380.0
93,BTCUSDT,2024-01-15 00:36:00+00:00,2024-01-15 00:44:00+00:00,LONG,42299.1,42341.3991,1.182058,50.0,35.0,15.0,WIN,11395.0
94,BTCUSDT,2024-01-15 06:39:00+00:00,2024-01-15 06:43:00+00:00,SHORT,42660.1,42617.4399,1.172055,50.0,35.0,15.0,WIN,11410.0
95,BTCUSDT,2024-01-15 07:56:00+00:00,2024-01-15 13:49:00+00:00,LONG,42757.6,42800.3576,1.169383,50.0,35.0,15.0,WIN,11425.0
96,BTCUSDT,2024-01-15 14:16:00+00:00,2024-01-15 14:27:00+00:00,SHORT,42559.9,42517.3401,1.174815,50.0,35.0,15.0,WIN,11440.0
97,BTCUSDT,2024-01-15 16:17:00+00:00,2024-01-15 16:27:00+00:00,LONG,42409.7,42452.1097,1.178976,50.0,35.0,15.0,WIN,11455.0
98,BTCUSDT,2024-01-15 19:54:00+00:00,2024-01-15 20:49:00+00:00,SHORT,42923.0,42880.077,1.164877,50.0,35.0,15.0,WIN,11470.0
99,BTCUSDT,2024-01-16 00:01:00+00:00,2024-01-16 00:08:00+00:00,SHORT,42534.3,42491.7657,1.175522,50.0,35.0,15.0,WIN,11485.0
100,BTCUSDT,2024-01-16 00:43:00+00:00,2024-01-16 01:02:00+00:00,LONG,42659.4,42702.0594,1.172075,50.0,35.0,15.0,WIN,11500.0
101,BTCUSDT,2024-01-16 04:52:00+00:00,2024-01-16 06:00:00+00:00,SHORT,42782.1,42739.3179,1.168713,50.0,35.0,15.0,WIN,11515.0
102,BTCUSDT,2024-01-16 07:41:00+00:00,2024-01-16 08:21:00+00:00,LONG,42758.2,42800.9582,1.169366,50.0,35.0,15.0,WIN,11530.0
103,BTCUSDT,2024-01-16 10:14:00+00:00,2024-01-16 10:27:00+00:00,SHORT,42922.0,42879.078,1.164904,50.0,35.0,15.0,WIN,11545.0
104,BTCUSDT,2024-01-16 12:11:00+00:00,2024-01-16 12:12:00+00:00,LONG,42935.2,42978.1352,1.164546,50.0,35.0,15.0,WIN,11560.0
105,BTCUSDT,2024-01-16 13:53:00+00:00,2024-01-16 13:53:00+00:00,SHORT,42830.2,42787.3698,1.167401,50.0,35.0,15.0,WIN,11575.0
106,BTCUSDT,2024-01-16 15:21:00+00:00,2024-01-16 15:22:00+00:00,LONG,42914.0,42956.914,1.165121,50.0,35.0,15.0,WIN,11590.0
107,BTCUSDT,2024-01-16 22:47:00+00:00,2024-01-16 22:58:00+00:00,SHORT,43270.0,43226.73,1.155535,50.0,35.0,15.0,WIN,11605.0
108,BTCUSDT,2024-01-17 01:29:00+00:00,2024-01-29 16:45:00+00:00,LONG,43191.6,43234.7916,1.157633,50.0,35.0,15.0,WIN,11620.0
109,BTCUSDT,2024-01-29 19:20:00+00:00,2024-01-29 20:50:00+00:00,LONG,43109.9,43153.0099,1.159826,50.0,35.0,15.0,WIN,11635.0
110,BTCUSDT,2024-01-29 23:12:00+00:00,2024-01-30 23:28:00+00:00,SHORT,43070.1,43027.0299,1.160898,50.0,35.0,15.0,WIN,11650.0
111,BTCUSDT,2024-01-31 01:21:00+00:00,2024-01-31 01:28:00+00:00,SHORT,42814.0,42771.186,1.167842,50.0,35.0,15.0,WIN,11665.0
112,BTCUSDT,2024-01-31 02:58:00+00:00,2024-01-31 03:02:00+00:00,LONG,42856.7,42899.5567,1.166679,50.0,35.0,15.0,WIN,11680.0
113,BTCUSDT,2024-01-31 07:28:00+00:00,2024-01-31 07:58:00+00:00,LONG,43000.1,43043.1001,1.162788,50.0,35.0,15.0,WIN,11695.0
114,BTCUSDT,2024-01-31 13:13:00+00:00,2024-01-31 21:00:00+00:00,SHORT,42522.2,42479.6778,1.175856,50.0,35.0,15.0,WIN,11710.0
115,BTCUSDT,2024-01-31 22:50:00+00:00,2024-02-01 15:04:00+00:00,LONG,42654.9,42697.5549,1.172198,50.0,35.0,15.0,WIN,11725.0
116,BTCUSDT,2024-02-01 16:28:00+00:00,2024-02-01 16:35:00+00:00,SHORT,42471.8,42429.3282,1.177252,50.0,35.0,15.0,WIN,11740.0
117,BTCUSDT,2024-02-01 17:08:00+00:00,2024-02-01 17:15:00+00:00,LONG,42888.0,42930.888,1.165827,50.0,35.0,15.0,WIN,11755.0
118,BTCUSDT,2024-02-01 18:44:00+00:00,2024-02-02 13:45:00+00:00,SHORT,42773.5,42730.7265,1.168948,50.0,35.0,15.0,WIN,11770.0
119,BTCUSDT,2024-02-02 15:09:00+00:00,2024-02-02 15:11:00+00:00,LONG,42901.8,42944.7018,1.165452,50.0,35.0,15.0,WIN,11785.0
120,BTCUSDT,2024-02-02 19:30:00+00:00,2024-02-02 19:52:00+00:00,LONG,42992.6,43035.5926,1.162991,50.0,35.0,15.0,WIN,11800.0
121,BTCUSDT,2024-02-02 20:59:00+00:00,2024-02-03 15:10:00+00:00,SHORT,42905.6,42862.6944,1.165349,50.0,35.0,15.0,WIN,11815.0
122,BTCUSDT,2024-02-03 15:30:00+00:00,2024-02-03 15:42:00+00:00,LONG,43093.1,43136.1931,1.160279,50.0,35.0,15.0,WIN,11830.0
123,BTCUSDT,2024-02-03 17:47:00+00:00,2024-02-03 17:47:00+00:00,LONG,43206.2,43249.4062,1.157241,50.0,35.0,15.0,WIN,11845.0
124,BTCUSDT,2024-02-03 18:36:00+00:00,2024-02-03 18:40:00+00:00,SHORT,43094.9,43051.8051,1.16023,50.0,35.0,15.0,WIN,11860.0
125,BTCUSDT,2024-02-03 20:41:00+00:00,2024-02-05 07:47:00+00:00,LONG,43075.5,43118.5755,1.160753,50.0,35.0,15.0,WIN,11875.0
126,BTCUSDT,2024-02-05 09:10:00+00:00,2024-02-05 09:35:00+00:00,SHORT,42987.9,42944.9121,1.163118,50.0,35.0,15.0,WIN,11890.0
127,BTCUSDT,2024-02-05 10:04:00+00:00,2024-02-05 10:04:00+00:00,LONG,43161.2,43204.3612,1.158448,50.0,35.0,15.0,WIN,11905.0
128,BTCUSDT,2024-02-05 14:47:00+00:00,2024-02-05 14:50:00+00:00,SHORT,43300.0,43256.7,1.154734,50.0,35.0,15.0,WIN,11920.0
129,BTCUSDT,2024-02-05 18:18:00+00:00,2024-02-05 18:23:00+00:00,SHORT,42632.8,42590.1672,1.172806,50.0,35.0,15.0,WIN,11935.0
130,BTCUSDT,2024-02-05 19:17:00+00:00,2024-02-05 19:22:00+00:00,LONG,42799.0,42841.799,1.168252,50.0,35.0,15.0,WIN,11950.0
131,BTCUSDT,2024-02-05 20:21:00+00:00,2024-02-05 20:21:00+00:00,SHORT,42552.9,42510.3471,1.175008,50.0,35.0,15.0,WIN,11965.0
132,BTCUSDT,2024-02-05 22:13:00+00:00,2024-02-05 22:16:00+00:00,LONG,42449.4,42491.8494,1.177873,50.0,35.0,15.0,WIN,11980.0
