trade_no,symbol,entry_time,exit_time,side,entry_price,exit_price,quantity,pnl_usd,fee_usd,net_pnl,result,balance_after
33,BTCUSDT,2024-01-20 21:00:00+00:00,2024-01-20 21:05:00+00:00,LONG,41748.7,41790.4487,1.197642,50.0,35.0,15.0,WIN,10495.0
34,BTCUSDT,2024-01-21 04:25:00+00:00,2024-01-21 06:15:00+00:00,SHORT,41664.4,41622.7356,1.200065,50.0,35.0,15.0,WIN,10510.0
35,BTCUSDT,2024-01-21 13:15:00+00:00,2024-01-21 13:35:00+00:00,LONG,41799.6,41841.3996,1.196184,50.0,35.0,15.0,WIN,10525.0
36,BTCUSDT,2024-01-23 04:25:00+00:00,2024-01-24 00:50:00+00:00,LONG,40151.6,40191.7516,1.24528,50.0,35.0,15.0,WIN,10540.0
37,BTCUSDT,2024-01-24 09:05:00+00:00,2024-01-24 09:10:00+00:00,LONG,40003.4,40043.4034,1.249894,50.0,35.0,15.0,WIN,10555.0
38,BTCUSDT,2024-01-24 23:35:00+00:00,2024-01-24 23:40:00+00:00,LONG,40109.9,40150.0099,1.246575,50.0,35.0,15.0,WIN,10570.0
39,BTCUSDT,2024-01-25 09:00:00+00:00,2024-01-25 09:05:00+00:00,LONG,40069.4,40109.4694,1.247835,50.0,35.0,15.0,WIN,10585.0
40,BTCUSDT,2024-01-25 13:25:00+00:00,2024-01-25 13:40:00+00:00,SHORT,39844.3,39804.4557,1.254885,50.0,35.0,15.0,WIN,10600.0
41,BTCUSDT,2024-01-25 20:55:00+00:00,2024-01-25 20:55:00+00:00,SHORT,39706.3,39666.5937,1.259246,50.0,35.0,15.0,WIN,10615.0
42,BTCUSDT,2024-01-25 22:50:00+00:00,2024-01-26 02:10:00+00:00,LONG,39968.9,40008.8689,1.250973,50.0,35.0,15.0,WIN,10630.0
43,BTCUSDT,2024-01-27 15:30:00+00:00,2024-01-27 15:40:00+00:00,LONG,41838.1,41879.9381,1.195083,50.0,35.0,15.0,WIN,10645.0
44,BTCUSDT,2024-01-28 12:10:00+00:00,2024-01-28 12:10:00+00:00,SHORT,42373.5,42331.1265,1.179983,50.0,35.0,15.0,WIN,10660.0
45,BTCUSDT,2024-01-29 01:35:00+00:00,2024-01-29 01:35:00+00:00,LONG,42218.0,42260.218,1.184329,50.0,35.0,15.0,WIN,10675.0
46,BTCUSDT,2024-01-29 08:35:00+00:00,2024-01-29 09:05:00+00:00,SHORT,41988.6,41946.6114,1.190799,50.0,35.0,15.0,WIN,10690.0
47,BTCUSDT,2024-01-29 15:55:00+00:00,2024-01-29 15:55:00+00:00,LONG,42478.8,42521.2788,1.177058,50.0,35.0,15.0,WIN,10705.0
48,BTCUSDT,2024-01-30 12:15:00+00:00,2024-01-30 12:15:00+00:00,LONG,43622.9,43666.5229,1.146187,50.0,35.0,15.0,WIN,10720.0
49,BTCUSDT,2024-01-30 13:35:00+00:00,2024-01-30 14:05:00+00:00,SHORT,43183.5,43140.3165,1.15785,50.0,35.0,15.0,WIN,10735.0
50,BTCUSDT,2024-01-30 20:10:00+00:00,2024-01-30 20:25:00+00:00,LONG,43539.1,43582.6391,1.148393,50.0,35.0,15.0,WIN,10750.0
51,BTCUSDT,2024-01-30 23:30:00+00:00,2024-01-30 23:40:00+00:00,SHORT,42874.3,42831.4257,1.1662,50.0,35.0,15.0,WIN,10765.0
52,BTCUSDT,2024-01-31 08:40:00+00:00,2024-01-31 15:30:00+00:00,LONG,42997.8,43040.7978,1.16285,50.0,35.0,15.0,WIN,10780.0
53,BTCUSDT,2024-01-31 15:45:00+00:00,2024-01-31 15:45:00+00:00,LONG,43367.8,43411.1678,1.152929,50.0,35.0,15.0,WIN,10795.0
54,BTCUSDT,2024-01-31 21:15:00+00:00,2024-01-31 21:20:00+00:00,SHORT,42589.9,42547.3101,1.173987,50.0,35.0,15.0,WIN,10810.0
55,BTCUSDT,2024-02-01 08:45:00+00:00,2024-02-01 10:20:00+00:00,LONG,42227.1,42269.3271,1.184074,50.0,35.0,15.0,WIN,10825.0
56,BTCUSDT,2024-02-02 13:35:00+00:00,2024-02-02 13:45:00+00:00,SHORT,42828.5,42785.6715,1.167447,50.0,35.0,15.0,WIN,10840.0
57,BTCUSDT,2024-02-02 15:55:00+00:00,2024-02-02 15:55:00+00:00,LONG,43168.9,43212.0689,1.158241,50.0,35.0,15.0,WIN,10855.0
58,BTCUSDT,2024-02-03 00:50:00+00:00,2024-02-03 01:15:00+00:00,LONG,43256.3,43299.5563,1.155901,50.0,35.0,15.0,WIN,10870.0
59,BTCUSDT,2024-02-03 07:25:00+00:00,2024-02-03 07:45:00+00:00,SHORT,43092.2,43049.1078,1.160303,50.0,35.0,15.0,WIN,10885.0
60,BTCUSDT,2024-02-03 15:50:00+00:00,2024-02-03 15:50:00+00:00,LONG,43113.2,43156.3132,1.159738,50.0,35.0,15.0,WIN,10900.0
61,BTCUSDT,2024-02-04 11:35:00+00:00,2024-02-04 11:35:00+00:00,LONG,43015.0,43058.015,1.162385,50.0,35.0,15.0,WIN,10915.0
62,BTCUSDT,2024-02-05 05:45:00+00:00,2024-02-05 05:45:00+00:00,LONG,42702.7,42745.4027,1.170886,50.0,35.0,15.0,WIN,10930.0
63,BTCUSDT,2024-02-05 15:20:00+00:00,2024-02-05 15:20:00+00:00,SHORT,42844.1,42801.2559,1.167022,50.0,35.0,15.0,WIN,10945.0
64,BTCUSDT,2024-02-06 03:10:00+00:00,2024-02-06 08:10:00+00:00,LONG,42917.5,42960.4175,1.165026,50.0,35.0,15.0,WIN,10960.0
65,BTCUSDT,2024-02-06 11:15:00+00:00,2024-02-06 11:15:00+00:00,SHORT,42741.7,42698.9583,1.169818,50.0,35.0,15.0,WIN,10975.0
66,BTCUSDT,2024-02-06 23:30:00+00:00,2024-02-06 23:35:00+00:00,SHORT,43087.8,43044.7122,1.160421,50.0,35.0,15.0,WIN,10990.0
67,BTCUSDT,2024-02-07 09:50:00+00:00,2024-02-07 14:45:00+00:00,LONG,43168.5,43211.6685,1.158252,50.0,35.0,15.0,WIN,11005.0
68,BTCUSDT,2024-02-10 00:30:00+00:00,2024-02-10 00:30:00+00:00,SHORT,47148.6,47101.4514,1.060477,50.0,35.0,15.0,WIN,11020.0
69,BTCUSDT,2024-02-10 09:00:00+00:00,2024-02-10 10:00:00+00:00,SHORT,47074.7,47027.6253,1.062142,50.0,35.0,15.0,WIN,11035.0
70,BTCUSDT,2024-02-10 16:00:00+00:00,2024-02-10 19:15:00+00:00,LONG,47331.9,47379.2319,1.05637,50.0,35.0,15.0,WIN,11050.0
71,BTCUSDT,2024-02-11 10:55:00+00:00,2024-02-11 14:10:00+00:00,SHORT,48031.7,47983.6683,1.040979,50.0,35.0,15.0,WIN,11065.0
72,BTCUSDT,2024-02-11 18:35:00+00:00,2024-02-11 20:55:00+00:00,SHORT,48031.1,47983.0689,1.040992,50.0,35.0,15.0,WIN,11080.0
73,BTCUSDT,2024-02-12 02:50:00+00:00,2024-02-12 04:15:00+00:00,SHORT,48075.1,48027.0249,1.040039,50.0,35.0,15.0,WIN,11095.0
74,BTCUSDT,2024-02-12 14:50:00+00:00,2024-02-12 14:50:00+00:00,LONG,48607.8,48656.4078,1.028641,50.0,35.0,15.0,WIN,11110.0
75,BTCUSDT,2024-02-13 04:05:00+00:00,2024-02-13 11:05:00+00:00,SHORT,49871.5,49821.6285,1.002577,50.0,35.0,15.0,WIN,11125.0
76,BTCUSDT,2024-02-13 13:35:00+00:00,2024-02-13 13:35:00+00:00,SHORT,49658.3,49608.6417,1.006881,50.0,35.0,15.0,WIN,11140.0
77,BTCUSDT,2024-02-13 21:30:00+00:00,2024-02-13 23:50:00+00:00,LONG,49720.1,49769.8201,1.00563,50.0,35.0,15.0,WIN,11155.0
78,BTCUSDT,2024-02-14 04:40:00+00:00,2024-08-05 06:20:00+00:00,SHORT,49337.2,49287.8628,1.013434,50.0,35.0,15.0,WIN,11170.0
79,BTCUSDT,2024-08-06 00:20:00+00:00,2024-08-06 00:20:00+00:00,LONG,55383.6,55438.9836,0.902794,50.0,35.0,15.0,WIN,11185.0
80,BTCUSDT,2024-08-06 08:30:00+00:00,2024-08-06 08:30:00+00:00,SHORT,55396.0,55340.604,0.902592,50.0,35.0,15.0,WIN,11200.0
81,BTCUSDT,2024-08-06 14:25:00+00:00,2024-08-06 14:25:00+00:00,LONG,56437.0,56493.437,0.885944,50.0,35.0,15.0,WIN,11215.0
82,BTCUSDT,2024-08-06 23:35:00+00:00,2024-08-06 23:40:00+00:00,SHORT,55969.7,55913.7303,0.893341,50.0,35.0,15.0,WIN,11230.0
83,BTCUSDT,2024-08-07 02:30:00+00:00,2024-08-07 02:30:00+00:00,LONG,57152.7,57209.8527,0.874849,50.0,35.0,15.0,WIN,11245.0
84,BTCUSDT,2024-08-07 14:35:00+00:00,2024-08-07 14:35:00+00:00,SHORT,55980.7,55924.7193,0.893165,50.0,35.0,15.0,WIN,11260.0
85,BTCUSDT,2024-08-08 01:25:00+00:00,2024-08-08 01:40:00+00:00,LONG,55785.8,55841.5858,0.896285,50.0,35.0,15.0,WIN,11275.0
86,BTCUSDT,2024-08-09 20:30:00+00:00,2024-08-09 20:30:00+00:00,LONG,60709.8,60770.5098,0.82359,50.0,35.0,15.0,WIN,11290.0
87,BTCUSDT,2024-08-09 21:20:00+00:00,2024-08-09 21:20:00+00:00,SHORT,59980.1,59920.1199,0.83361,50.0,35.0,15.0,WIN,11305.0
88,BTCUSDT,2024-08-09 22:00:00+00:00,2024-08-09 22:00:00+00:00,LONG,60696.6,60757.2966,0.823769,50.0,35.0,15.0,WIN,11320.0
89,BTCUSDT,2024-08-10 03:25:00+00:00,2024-08-10 03:25:00+00:00,SHORT,60371.3,60310.9287,0.828208,50.0,35.0,15.0,WIN,11335.0
90,BTCUSDT,2024-08-10 09:15:00+00:00,2024-08-10 09:30:00+00:00,LONG,60827.9,60888.7279,0.821991,50.0,35.0,15.0,WIN,11350.0
91,BTCUSDT,2024-08-10 19:40:00+00:00,2024-08-10 21:20:00+00:00,LONG,61065.0,61126.065,0.8188,50.0,35.0,15.0,WIN,11365.0
92,BTCUSDT,2024-08-12 07:50:00+00:00,2024-08-12 08:00:00+00:00,LONG,58715.9,58774.6159,0.851558,50.0,35.0,15.0,WIN,11380.0
93,BTCUSDT,2024-08-12 10:50:00+00:00,2024-08-12 10:50:00+00:00,LONG,58721.0,58779.721,0.851484,50.0,35.0,15.0,WIN,11395.0
94,BTCUSDT,2024-08-12 18:40:00+00:00,2024-08-12 18:40:00+00:00,SHORT,59016.3,58957.2837,0.847224,50.0,35.0,15.0,WIN,11410.0
95,BTCUSDT,2024-08-12 21:30:00+00:00,2024-08-13 09:20:00+00:00,SHORT,58753.8,58695.0462,0.851009,50.0,35.0,15.0,WIN,11425.0
96,BTCUSDT,2024-08-13 14:50:00+00:00,2024-08-13 14:55:00+00:00,LONG,59587.7,59647.2877,0.839099,50.0,35.0,15.0,WIN,11440.0
97,BTCUSDT,2024-08-14 00:05:00+00:00,2024-08-14 13:40:00+00:00,SHORT,60404.8,60344.3952,0.827749,50.0,35.0,15.0,WIN,11455.0
98,BTCUSDT,2024-08-14 13:50:00+00:00,2024-08-14 13:50:00+00:00,SHORT,59902.7,59842.7973,0.834687,50.0,35.0,15.0,WIN,11470.0
99,BTCUSDT,2024-08-15 11:40:00+00:00,2024-08-15 11:50:00+00:00,LONG,58771.0,58829.771,0.85076,50.0,35.0,15.0,WIN,11485.0
100,BTCUSDT,2024-08-15 18:20:00+00:00,2024-08-15 18:20:00+00:00,SHORT,57573.8,57516.2262,0.868451,50.0,35.0,15.0,WIN,11500.0
101,BTCUSDT,2024-08-16 02:35:00+00:00,2024-08-16 02:35:00+00:00,LONG,58176.5,58234.6765,0.859454,50.0,35.0,15.0,WIN,11515.0
102,BTCUSDT,2024-08-16 12:40:00+00:00,2024-08-16 12:40:00+00:00,SHORT,57656.2,57598.5438,0.867209,50.0,35.0,15.0,WIN,11530.0
103,BTCUSDT,2024-08-16 13:35:00+00:00,2024-08-16 17:30:00+00:00,LONG,58748.0,58806.748,0.851093,50.0,35.0,15.0,WIN,11545.0
104,BTCUSDT,2024-08-16 17:35:00+00:00,2024-08-16 17:35:00+00:00,LONG,58747.9,58806.6479,0.851094,50.0,35.0,15.0,WIN,11560.0
105,BTCUSDT,2024-08-18 17:15:00+00:00,2024-08-18 17:20:00+00:00,SHORT,59683.8,59624.1162,0.837748,50.0,35.0,15.0,WIN,11575.0
106,BTCUSDT,2024-08-19 07:10:00+00:00,2024-08-19 13:15:00+00:00,LONG,58689.0,58747.689,0.851948,50.0,35.0,15.0,WIN,11590.0
107,BTCUSDT,2024-08-19 13:20:00+00:00,2024-08-19 13:20:00+00:00,LONG,58803.5,58862.3035,0.85029,50.0,35.0,15.0,WIN,11605.0
108,BTCUSDT,2024-08-19 17:00:00+00:00,2024-08-19 17:20:00+00:00,LONG,58670.2,58728.8702,0.852221,50.0,35.0,15.0,WIN,11620.0
109,BTCUSDT,2024-08-20 11:30:00+00:00,2024-08-20 11:30:00+00:00,SHORT,60611.2,60550.5888,0.82493,50.0,35.0,15.0,WIN,11635.0
110,BTCUSDT,2024-08-21 01:30:00+00:00,2024-08-21 01:30:00+00:00,SHORT,58983.0,58924.017,0.847702,50.0,35.0,15.0,WIN,11650.0
111,BTCUSDT,2024-08-21 04:35:00+00:00,2024-08-21 06:05:00+00:00,LONG,59345.0,59404.345,0.842531,50.0,35.0,15.0,WIN,11665.0
112,BTCUSDT,2024-08-21 13:40:00+00:00,2024-08-21 13:40:00+00:00,SHORT,59203.4,59144.1966,0.844546,50.0,35.0,15.0,WIN,11680.0
113,BTCUSDT,2024-08-21 16:30:00+00:00,2024-08-21 16:30:00+00:00,LONG,59565.0,59624.565,0.839419,50.0,35.0,15.0,WIN,11695.0
114,BTCUSDT,2024-08-22 02:35:00+00:00,2024-08-22 02:35:00+00:00,SHORT,60672.8,60612.1272,0.824093,50.0,35.0,15.0,WIN,11710.0
115,BTCUSDT,2024-08-22 14:50:00+00:00,2024-08-22 15:30:00+00:00,SHORT,60343.9,60283.5561,0.828584,50.0,35.0,15.0,WIN,11725.0
116,BTCUSDT,2024-08-24 22:00:00+00:00,2024-08-26 09:25:00+00:00,SHORT,63584.1,63520.5159,0.78636,50.0,35.0,15.0,WIN,11740.0
117,BTCUSDT,2024-08-27 05:45:00+00:00,2024-09-19 12:05:00+00:00,LONG,63109.2,63172.3092,0.792278,50.0,35.0,15.0,WIN,11755.0
118,BTCUSDT,2024-09-19 21:40:00+00:00,2024-09-19 22:00:00+00:00,SHORT,62878.3,62815.4217,0.795187,50.0,35.0,15.0,WIN,11770.0
119,BTCUSDT,2024-09-20 03:55:00+00:00,2024-09-20 03:55:00+00:00,LONG,63591.2,63654.7912,0.786272,50.0,35.0,15.0,WIN,11785.0
120,BTCUSDT,2024-09-20 21:20:00+00:00,2024-09-21 17:10:00+00:00,LONG,63238.4,63301.6384,0.790659,50.0,35.0,15.0,WIN,11800.0
121,BTCUSDT,2024-09-21 21:50:00+00:00,2024-09-22 02:05:00+00:00,SHORT,63030.5,62967.4695,0.793267,50.0,35.0,15.0,WIN,11815.0
122,BTCUSDT,2024-09-22 05:20:00+00:00,2024-09-22 06:35:00+00:00,SHORT,62933.4,62870.4666,0.794491,50.0,35.0,15.0,WIN,11830.0
123,BTCUSDT,2024-09-23 08:15:00+00:00,2024-09-23 08:15:00+00:00,SHORT,63379.9,63316.5201,0.788894,50.0,35.0,15.0,WIN,11845.0
124,BTCUSDT,2024-09-23 15:55:00+00:00,2024-09-24 08:50:00+00:00,LONG,63739.2,63802.9392,0.784447,50.0,35.0,15.0,WIN,11860.0
125,BTCUSDT,2024-09-24 14:25:00+00:00,2024-09-24 14:25:00+00:00,SHORT,63130.8,63067.6692,0.792006,50.0,35.0,15.0,WIN,11875.0
126,BTCUSDT,2024-09-24 17:55:00+00:00,2024-09-24 17:55:00+00:00,LONG,63916.0,63979.916,0.782277,50.0,35.0,15.0,WIN,11890.0
127,BTCUSDT,2024-09-26 05:35:00+00:00,2024-09-26 05:45:00+00:00,LONG,63579.4,63642.9794,0.786418,50.0,35.0,15.0,WIN,11905.0
128,BTCUSDT,2024-09-28 01:45:00+00:00,2024-09-28 01:50:00+00:00,LONG,65847.9,65913.7479,0.759326,50.0,35.0,15.0,WIN,11920.0
129,BTCUSDT,2024-09-28 08:25:00+00:00,2024-09-28 08:30:00+00:00,SHORT,65623.8,65558.1762,0.761919,50.0,35.0,15.0,WIN,11935.0
130,BTCUSDT,2024-09-28 21:30:00+00:00,2024-09-29 05:45:00+00:00,SHORT,65545.9,65480.3541,0.762824,50.0,35.0,15.0,WIN,11950.0
131,BTCUSDT,2024-09-29 05:50:00+00:00,2024-09-29 07:20:00+00:00,SHORT,65504.1,65438.5959,0.763311,50.0,35.0,15.0,WIN,11965.0
132,BTCUSDT,2024-09-29 12:50:00+00:00,2024-09-29 13:10:00+00:00,LONG,65663.3,65728.9633,0.76146,50.0,35.0,15.0,WIN,11980.0
133,BTCUSDT,2024-09-29 23:00:00+00:00,2024-09-29 23:05:00+00:00,SHORT,65634.3,65568.6657,0.761797,50.0,35.0,15.0,WIN,11995.0
134,BTCUSDT,2024-09-30 18:15:00+00:00,2024-09-30 18:15:00+00:00,SHORT,63362.9,63299.5371,0.789105,50.0,35.0,15.0,WIN,12010.0
135,BTCUSDT,2024-09-30 21:30:00+00:00,2024-10-01 04:35:00+00:00,LONG,63767.0,63830.767,0.784105,50.0,35.0,15.0,WIN,12025.0
136,BTCUSDT,2024-10-01 04:50:00+00:00,2024-10-01 05:00:00+00:00,LONG,63791.6,63855.3916,0.783802,50.0,35.0,15.0,WIN,12040.0
137,BTCUSDT,2024-10-01 13:10:00+00:00,2024-10-01 13:10:00+00:00,SHORT,63544.0,63480.456,0.786856,50.0,35.0,15.0,WIN,12055.0
138,BTCUSDT,2024-10-02 03:15:00+00:00,2024-10-02 03:15:00+00:00,LONG,61741.9,61803.6419,0.809823,50.0,35.0,15.0,WIN,12070.0
139,BTCUSDT,2024-10-02 09:50:00+00:00,2024-10-02 11:05:00+00:00,SHORT,61167.1,61105.9329,0.817433,50.0,35.0,15.0,WIN,12085.0
140,BTCUSDT,2024-10-02 16:10:00+00:00,2024-10-02 16:20:00+00:00,LONG,62172.0,62234.172,0.804221,50.0,35.0,15.0,WIN,12100.0
141,BTCUSDT,2024-10-03 02:15:00+00:00,2024-10-03 02:45:00+00:00,LONG,61160.2,61221.3602,0.817525,50.0,35.0,15.0,WIN,12115.0
142,BTCUSDT,2024-10-03 08:15:00+00:00,2024-10-03 08:15:00+00:00,SHORT,60514.2,60453.6858,0.826252,50.0,35.0,15.0,WIN,12130.0
143,BTCUSDT,2024-10-03 19:30:00+00:00,2024-10-03 19:30:00+00:00,LONG,60739.7,60800.4397,0.823185,50.0,35.0,15.0,WIN,12145.0
144,BTCUSDT,2024-10-04 14:40:00+00:00,2024-10-09 19:25:00+00:00,SHORT,60915.6,60854.6844,0.820808,50.0,35.0,15.0,WIN,12160.0
145,BTCUSDT,2024-10-10 09:30:00+00:00,2024-10-10 14:30:00+00:00,SHORT,60638.0,60577.362,0.824565,50.0,35.0,15.0,WIN,12175.0
146,BTCUSDT,2024-10-11 00:25:00+00:00,2024-10-11 01:50:00+00:00,LONG,60252.5,60312.7525,0.829841,50.0,35.0,15.0,WIN,12190.0
147,BTCUSDT,2024-10-13 02:30:00+00:00,2024-10-13 03:20:00+00:00,SHORT,62763.8,62701.0362,0.796638,50.0,35.0,15.0,WIN,12205.0
148,BTCUSDT,2024-10-13 21:15:00+00:00,2024-10-13 21:15:00+00:00,LONG,62654.3,62716.9543,0.79803,50.0,35.0,15.0,WIN,12220.0
149,BTCUSDT,2024-10-14 03:25:00+00:00,2024-10-14 03:25:00+00:00,LONG,63014.2,63077.2142,0.793472,50.0,35.0,15.0,WIN,12235.0
150,BTCUSDT,2024-10-14 23:00:00+00:00,2024-10-14 23:00:00+00:00,LONG,66431.8,66498.2318,0.752652,50.0,35.0,15.0,WIN,12250.0
151,BTCUSDT,2024-10-15 02:55:00+00:00,2024-10-15 03:15:00+00:00,SHORT,65722.9,65657.1771,0.76077,50.0,35.0,15.0,WIN,12265.0
152,BTCUSDT,2024-10-15 15:10:00+00:00,2024-10-15 15:10:00+00:00,SHORT,64922.4,64857.4776,0.77015,50.0,35.0,15.0,WIN,12280.0
153,BTCUSDT,2024-10-15 15:50:00+00:00,2024-10-15 15:50:00+00:00,LONG,66007.0,66073.007,0.757495,50.0,35.0,15.0,WIN,12295.0
154,BTCUSDT,2024-10-16 10:20:00+00:00,2024-10-16 10:20:00+00:00,LONG,67600.9,67668.5009,0.739635,50.0,35.0,15.0,WIN,12310.0
155,BTCUSDT,2024-10-16 21:25:00+00:00,2024-10-17 01:30:00+00:00,SHORT,67522.5,67454.9775,0.740494,50.0,35.0,15.0,WIN,12325.0
156,BTCUSDT,2024-10-17 15:50:00+00:00,2024-10-17 15:55:00+00:00,LONG,67494.7,67562.1947,0.740799,50.0,35.0,15.0,WIN,12340.0
157,BTCUSDT,2024-10-17 18:20:00+00:00,2024-10-17 18:20:00+00:00,SHORT,66790.1,66723.3099,0.748614,50.0,35.0,15.0,WIN,12355.0
158,BTCUSDT,2024-10-18 01:15:00+00:00,2024-10-18 01:15:00+00:00,LONG,67468.3,67535.7683,0.741089,50.0,35.0,15.0,WIN,12370.0
159,BTCUSDT,2024-10-18 09:55:00+00:00,2024-10-18 11:50:00+00:00,SHORT,67768.9,67701.1311,0.737802,50.0,35.0,15.0,WIN,12385.0
160,BTCUSDT,2024-10-18 12:55:00+00:00,2024-10-21 13:40:00+00:00,SHORT,67634.3,67566.6657,0.73927,50.0,35.0,15.0,WIN,12400.0
161,BTCUSDT,2024-10-21 21:00:00+00:00,2024-10-21 21:05:00+00:00,LONG,67730.0,67797.73,0.738225,50.0,35.0,15.0,WIN,12415.0
162,BTCUSDT,2024-10-22 00:20:00+00:00,2024-10-22 00:25:00+00:00,SHORT,67121.7,67054.5783,0.744916,50.0,35.0,15.0,WIN,12430.0
