trade_no,symbol,entry_time,exit_time,side,entry_price,exit_price,quantity,pnl_usd,fee_usd,net_pnl,result,balance_after
31,SOLUSDT,2024-01-17 21:35:00+00:00,2024-01-17 21:35:00+00:00,LONG,101.423,101.5244,492.984826,50.0,35.0,15.0,WIN,10465.0
32,SOLUSDT,2024-01-18 03:40:00+00:00,2024-01-18 03:40:00+00:00,SHORT,100.101,100.0009,499.49551,50.0,35.0,15.0,WIN,10480.0
33,SOLUSDT,2024-01-18 10:00:00+00:00,2024-01-18 10:00:00+00:00,SHORT,100.002,99.902,499.99,50.0,35.0,15.0,WIN,10495.0
34,SOLUSDT,2024-01-19 07:05:00+00:00,2024-01-19 07:05:00+00:00,LONG,95.262,95.3573,524.868258,50.0,35.0,15.0,WIN,10510.0
35,SOLUSDT,2024-01-19 20:20:00+00:00,2024-01-28 01:15:00+00:00,LONG,94.392,94.4864,529.705907,50.0,35.0,15.0,WIN,10525.0
36,SOLUSDT,2024-01-28 17:20:00+00:00,2024-01-28 17:20:00+00:00,SHORT,96.591,96.4944,517.646572,50.0,35.0,15.0,WIN,10540.0
37,SOLUSDT,2024-01-29 01:35:00+00:00,2024-01-29 01:35:00+00:00,LONG,97.111,97.2081,514.874731,50.0,35.0,15.0,WIN,10555.0
38,SOLUSDT,2024-01-29 12:15:00+00:00,2024-01-29 15:40:00+00:00,LONG,97.688,97.7857,511.833593,50.0,35.0,15.0,WIN,10570.0
39,SOLUSDT,2024-01-30 21:45:00+00:00,2024-01-30 21:55:00+00:00,SHORT,104.339,104.2347,479.2072,50.0,35.0,15.0,WIN,10585.0
40,SOLUSDT,2024-01-31 07:30:00+00:00,2024-01-31 07:50:00+00:00,LONG,101.092,101.1931,494.598979,50.0,35.0,15.0,WIN,10600.0
41,SOLUSDT,2024-01-31 10:15:00+00:00,2024-01-31 10:15:00+00:00,SHORT,99.349,99.2497,503.276329,50.0,35.0,15.0,WIN,10615.0
42,SOLUSDT,2024-01-31 16:15:00+00:00,2024-01-31 16:15:00+00:00,LONG,101.418,101.5194,493.009131,50.0,35.0,15.0,WIN,10630.0
43,SOLUSDT,2024-01-31 20:45:00+00:00,2024-01-31 20:45:00+00:00,SHORT,98.529,98.4305,507.464807,50.0,35.0,15.0,WIN,10645.0
44,SOLUSDT,2024-02-01 08:55:00+00:00,2024-02-01 08:55:00+00:00,LONG,95.097,95.1921,525.778942,50.0,35.0,15.0,WIN,10660.0
45,SOLUSDT,2024-02-02 14:00:00+00:00,2024-02-02 14:00:00+00:00,SHORT,98.847,98.7482,505.832246,50.0,35.0,15.0,WIN,10675.0
46,SOLUSDT,2024-02-03 00:25:00+00:00,2024-02-03 00:25:00+00:00,LONG,100.973,101.074,495.18188,50.0,35.0,15.0,WIN,10690.0
47,SOLUSDT,2024-02-03 22:15:00+00:00,2024-02-03 22:15:00+00:00,LONG,98.127,98.2251,509.543755,50.0,35.0,15.0,WIN,10705.0
48,SOLUSDT,2024-02-03 23:40:00+00:00,2024-02-04 00:20:00+00:00,SHORT,97.612,97.5144,512.232103,50.0,35.0,15.0,WIN,10720.0
49,SOLUSDT,2024-02-04 01:50:00+00:00,2024-02-04 01:50:00+00:00,LONG,98.268,98.3663,508.812635,50.0,35.0,15.0,WIN,10735.0
50,SOLUSDT,2024-02-04 04:30:00+00:00,2024-02-04 06:25:00+00:00,SHORT,97.313,97.2157,513.805966,50.0,35.0,15.0,WIN,10750.0
51,SOLUSDT,2024-02-04 11:45:00+00:00,2024-02-04 11:50:00+00:00,LONG,97.953,98.051,510.448889,50.0,35.0,15.0,WIN,10765.0
52,SOLUSDT,2024-02-04 18:20:00+00:00,2024-02-04 18:20:00+00:00,SHORT,96.975,96.878,515.596803,50.0,35.0,15.0,WIN,10780.0
53,SOLUSDT,2024-02-05 05:05:00+00:00,2024-02-05 06:05:00+00:00,LONG,96.3,96.3963,519.2108,50.0,35.0,15.0,WIN,10795.0
54,SOLUSDT,2024-02-05 15:15:00+00:00,2024-02-05 15:15:00+00:00,SHORT,97.109,97.0119,514.885335,50.0,35.0,15.0,WIN,10810.0
55,SOLUSDT,2024-02-06 01:45:00+00:00,2024-02-06 01:45:00+00:00,LONG,96.031,96.127,520.665202,50.0,35.0,15.0,WIN,10825.0
56,SOLUSDT,2024-02-06 17:35:00+00:00,2024-02-06 17:40:00+00:00,LONG,95.601,95.6966,523.007082,50.0,35.0,15.0,WIN,10840.0
57,SOLUSDT,2024-02-07 03:00:00+00:00,2024-02-07 03:05:00+00:00,SHORT,96.37,96.2736,518.833662,50.0,35.0,15.0,WIN,10855.0
58,SOLUSDT,2024-02-07 15:35:00+00:00,2024-02-07 15:45:00+00:00,LONG,96.291,96.3873,519.259328,50.0,35.0,15.0,WIN,10870.0
59,SOLUSDT,2024-02-08 07:30:00+00:00,2024-02-08 07:45:00+00:00,SHORT,100.992,100.891,495.08872,50.0,35.0,15.0,WIN,10885.0
60,SOLUSDT,2024-02-08 13:45:00+00:00,2024-02-08 13:45:00+00:00,LONG,102.139,102.2411,489.528975,50.0,35.0,15.0,WIN,10900.0
61,SOLUSDT,2024-02-09 00:30:00+00:00,2024-02-09 00:30:00+00:00,LONG,103.415,103.5184,483.488856,50.0,35.0,15.0,WIN,10915.0
62,SOLUSDT,2024-02-09 15:00:00+00:00,2024-02-09 15:00:00+00:00,SHORT,104.897,104.7921,476.658055,50.0,35.0,15.0,WIN,10930.0
63,SOLUSDT,2024-02-09 18:30:00+00:00,2024-02-09 21:35:00+00:00,LONG,106.433,106.5394,469.77911,50.0,35.0,15.0,WIN,10945.0
64,SOLUSDT,2024-02-09 21:40:00+00:00,2024-02-09 21:40:00+00:00,LONG,107.085,107.1921,466.918803,50.0,35.0,15.0,WIN,10960.0
65,SOLUSDT,2024-02-10 09:15:00+00:00,2024-02-10 10:40:00+00:00,SHORT,108.392,108.2836,461.288656,50.0,35.0,15.0,WIN,10975.0
66,SOLUSDT,2024-02-10 18:25:00+00:00,2024-02-10 18:30:00+00:00,LONG,108.608,108.7166,460.371243,50.0,35.0,15.0,WIN,10990.0
67,SOLUSDT,2024-02-11 02:00:00+00:00,2024-02-11 02:15:00+00:00,SHORT,108.204,108.0958,462.090126,50.0,35.0,15.0,WIN,11005.0
68,SOLUSDT,2024-02-11 07:20:00+00:00,2024-02-11 07:20:00+00:00,LONG,109.626,109.7356,456.096182,50.0,35.0,15.0,WIN,11020.0
69,SOLUSDT,2024-02-11 16:25:00+00:00,2024-02-11 16:25:00+00:00,SHORT,108.466,108.3575,460.973946,50.0,35.0,15.0,WIN,11035.0
70,SOLUSDT,2024-02-12 15:05:00+00:00,2024-02-12 15:05:00+00:00,LONG,106.471,106.5775,469.611443,50.0,35.0,15.0,WIN,11050.0
71,SOLUSDT,2024-02-13 13:30:00+00:00,2024-02-13 13:30:00+00:00,SHORT,113.223,113.1098,441.606387,50.0,35.0,15.0,WIN,11065.0
72,SOLUSDT,2024-02-13 21:20:00+00:00,2024-02-13 21:25:00+00:00,LONG,113.588,113.7016,440.187344,50.0,35.0,15.0,WIN,11080.0
73,SOLUSDT,2024-02-14 06:10:00+00:00,2024-02-14 06:10:00+00:00,LONG,112.857,112.9699,443.038535,50.0,35.0,15.0,WIN,11095.0
74,SOLUSDT,2024-02-14 23:35:00+00:00,2024-02-14 23:35:00+00:00,LONG,116.967,117.084,427.470996,50.0,35.0,15.0,WIN,11110.0
75,SOLUSDT,2024-02-15 05:25:00+00:00,2024-02-15 05:35:00+00:00,SHORT,115.693,115.5773,432.178265,50.0,35.0,15.0,WIN,11125.0
76,SOLUSDT,2024-02-15 15:50:00+00:00,2024-02-15 16:05:00+00:00,SHORT,113.49,113.3765,440.567451,50.0,35.0,15.0,WIN,11140.0
77,SOLUSDT,2024-02-16 07:05:00+00:00,2024-02-16 07:05:00+00:00,SHORT,112.425,112.3126,444.740938,50.0,35.0,15.0,WIN,11155.0
78,SOLUSDT,2024-02-17 05:15:00+00:00,2024-02-17 05:15:00+00:00,SHORT,108.889,108.7801,459.183205,50.0,35.0,15.0,WIN,11170.0
79,SOLUSDT,2024-02-17 13:05:00+00:00,2024-02-17 13:05:00+00:00,SHORT,108.779,108.6702,459.647542,50.0,35.0,15.0,WIN,11185.0
80,SOLUSDT,2024-02-17 20:35:00+00:00,2024-02-17 20:35:00+00:00,LONG,108.201,108.3092,462.102938,50.0,35.0,15.0,WIN,11200.0
81,SOLUSDT,2024-02-18 06:10:00+00:00,2024-02-18 07:45:00+00:00,LONG,109.525,109.6345,456.516777,50.0,35.0,15.0,WIN,11215.0
82,SOLUSDT,2024-02-18 08:00:00+00:00,2024-02-18 08:00:00+00:00,LONG,109.311,109.4203,457.410508,50.0,35.0,15.0,WIN,11230.0
83,SOLUSDT,2024-02-19 00:05:00+00:00,2024-02-19 01:00:00+00:00,SHORT,112.227,112.1148,445.525587,50.0,35.0,15.0,WIN,11245.0
84,SOLUSDT,2024-02-19 07:30:00+00:00,2024-02-19 07:50:00+00:00,LONG,113.344,113.4573,441.134952,50.0,35.0,15.0,WIN,11260.0
85,SOLUSDT,2024-02-19 18:50:00+00:00,2024-02-19 18:50:00+00:00,SHORT,112.15,112.0378,445.831476,50.0,35.0,15.0,WIN,11275.0
86,SOLUSDT,2024-02-20 22:15:00+00:00,2024-02-20 22:15:00+00:00,LONG,108.243,108.3512,461.923635,50.0,35.0,15.0,WIN,11290.0
87,SOLUSDT,2024-02-21 03:55:00+00:00,2024-02-21 03:55:00+00:00,SHORT,106.744,106.6373,468.410402,50.0,35.0,15.0,WIN,11305.0
88,SOLUSDT,2024-02-21 17:00:00+00:00,2024-02-21 17:00:00+00:00,LONG,103.991,104.095,480.810839,50.0,35.0,15.0,WIN,11320.0
89,SOLUSDT,2024-02-21 17:45:00+00:00,2024-02-21 17:45:00+00:00,SHORT,102.682,102.5793,486.940262,50.0,35.0,15.0,WIN,11335.0
90,SOLUSDT,2024-02-22 07:45:00+00:00,2024-02-22 07:45:00+00:00,LONG,105.097,105.2021,475.750973,50.0,35.0,15.0,WIN,11350.0
91,SOLUSDT,2024-02-22 13:45:00+00:00,2024-02-22 13:45:00+00:00,SHORT,103.564,103.4604,482.793249,50.0,35.0,15.0,WIN,11365.0
92,SOLUSDT,2024-02-22 20:45:00+00:00,2024-02-22 20:55:00+00:00,LONG,105.032,105.137,476.045396,50.0,35.0,15.0,WIN,11380.0
93,SOLUSDT,2024-02-22 21:50:00+00:00,2024-02-22 22:10:00+00:00,SHORT,103.392,103.2886,483.59641,50.0,35.0,15.0,WIN,11395.0
94,SOLUSDT,2024-02-23 06:45:00+00:00,2024-02-23 06:45:00+00:00,LONG,102.743,102.8457,486.651159,50.0,35.0,15.0,WIN,11410.0
95,SOLUSDT,2024-02-23 12:35:00+00:00,2024-02-23 12:35:00+00:00,SHORT,101.724,101.6223,491.52609,50.0,35.0,15.0,WIN,11425.0
96,SOLUSDT,2024-02-24 00:15:00+00:00,2024-02-24 00:15:00+00:00,SHORT,99.768,99.6682,501.162697,50.0,35.0,15.0,WIN,11440.0
97,SOLUSDT,2024-02-24 05:40:00+00:00,2024-02-24 05:40:00+00:00,LONG,101.047,101.148,494.819243,50.0,35.0,15.0,WIN,11455.0
98,SOLUSDT,2024-02-25 03:05:00+00:00,2024-02-25 03:05:00+00:00,SHORT,102.987,102.884,485.49817,50.0,35.0,15.0,WIN,11470.0
99,SOLUSDT,2024-02-25 14:55:00+00:00,2024-02-25 14:55:00+00:00,LONG,103.522,103.6255,482.989123,50.0,35.0,15.0,WIN,11485.0
100,SOLUSDT,2024-02-26 02:50:00+00:00,2024-02-26 02:50:00+00:00,SHORT,103.319,103.2157,483.938095,50.0,35.0,15.0,WIN,11500.0
101,SOLUSDT,2024-02-26 06:05:00+00:00,2024-02-26 06:30:00+00:00,LONG,104.214,104.3182,479.781987,50.0,35.0,15.0,WIN,11515.0
102,SOLUSDT,2024-02-26 09:30:00+00:00,2024-02-26 09:30:00+00:00,SHORT,102.326,102.2237,488.634365,50.0,35.0,15.0,WIN,11530.0
103,SOLUSDT,2024-02-26 15:35:00+00:00,2024-02-26 15:35:00+00:00,LONG,104.599,104.7036,478.016042,50.0,35.0,15.0,WIN,11545.0
104,SOLUSDT,2024-02-27 13:40:00+00:00,2024-02-27 14:20:00+00:00,SHORT,109.63,109.5204,456.07954,50.0,35.0,15.0,WIN,11560.0
105,SOLUSDT,2024-02-28 20:25:00+00:00,2024-03-05 19:55:00+00:00,SHORT,110.566,110.4554,452.218584,50.0,35.0,15.0,WIN,11575.0
106,SOLUSDT,2024-03-06 13:10:00+00:00,2024-03-06 13:10:00+00:00,SHORT,126.845,126.7182,394.181876,50.0,35.0,15.0,WIN,11590.0
107,SOLUSDT,2024-03-06 19:45:00+00:00,2024-03-06 19:45:00+00:00,LONG,131.653,131.7847,379.786256,50.0,35.0,15.0,WIN,11605.0
108,SOLUSDT,2024-03-07 21:45:00+00:00,2024-03-07 21:45:00+00:00,SHORT,144.962,144.817,344.917979,50.0,35.0,15.0,WIN,11620.0
109,SOLUSDT,2024-03-08 08:45:00+00:00,2024-03-08 09:15:00+00:00,LONG,146.269,146.4153,341.835932,50.0,35.0,15.0,WIN,11635.0
110,SOLUSDT,2024-03-08 16:15:00+00:00,2024-03-08 16:15:00+00:00,SHORT,142.411,142.2686,351.096474,50.0,35.0,15.0,WIN,11650.0
111,SOLUSDT,2024-03-09 04:40:00+00:00,2024-03-09 04:45:00+00:00,LONG,146.74,146.8867,340.738722,50.0,35.0,15.0,WIN,11665.0
112,SOLUSDT,2024-03-09 12:25:00+00:00,2024-03-09 12:25:00+00:00,SHORT,145.751,145.6052,343.05082,50.0,35.0,15.0,WIN,11680.0
113,SOLUSDT,2024-03-10 09:35:00+00:00,2024-03-10 09:35:00+00:00,SHORT,146.084,145.9379,342.268832,50.0,35.0,15.0,WIN,11695.0
114,SOLUSDT,2024-03-10 21:15:00+00:00,2024-03-11 07:10:00+00:00,LONG,145.026,145.171,344.765766,50.0,35.0,15.0,WIN,11710.0
115,SOLUSDT,2024-03-11 07:20:00+00:00,2024-03-11 07:20:00+00:00,LONG,145.433,145.5784,343.800926,50.0,35.0,15.0,WIN,11725.0
116,SOLUSDT,2024-03-11 15:20:00+00:00,2024-03-11 15:20:00+00:00,SHORT,147.539,147.3915,338.893445,50.0,35.0,15.0,WIN,11740.0
117,SOLUSDT,2024-03-11 23:25:00+00:00,2024-03-11 23:30:00+00:00,LONG,148.844,148.9928,335.922174,50.0,35.0,15.0,WIN,11755.0
118,SOLUSDT,2024-03-12 10:30:00+00:00,2024-03-12 10:40:00+00:00,SHORT,150.639,150.4884,331.919357,50.0,35.0,15.0,WIN,11770.0
119,SOLUSDT,2024-03-12 16:25:00+00:00,2024-03-12 16:25:00+00:00,SHORT,148.059,147.9109,337.703213,50.0,35.0,15.0,WIN,11785.0
120,SOLUSDT,2024-03-12 23:40:00+00:00,2024-03-12 23:40:00+00:00,LONG,150.253,150.4033,332.772058,50.0,35.0,15.0,WIN,11800.0
121,SOLUSDT,2024-03-13 13:55:00+00:00,2024-03-13 13:55:00+00:00,SHORT,150.772,150.6212,331.626562,50.0,35.0,15.0,WIN,11815.0
122,SOLUSDT,2024-03-13 14:55:00+00:00,2024-03-13 14:55:00+00:00,LONG,153.896,154.0499,324.894734,50.0,35.0,15.0,WIN,11830.0
123,SOLUSDT,2024-03-14 13:55:00+00:00,2024-03-14 13:55:00+00:00,SHORT,165.494,165.3285,302.125757,50.0,35.0,15.0,WIN,11845.0
124,SOLUSDT,2024-03-15 14:05:00+00:00,2024-03-15 14:05:00+00:00,LONG,181.71,181.8917,275.163722,50.0,35.0,15.0,WIN,11860.0
125,SOLUSDT,2024-03-15 20:55:00+00:00,2024-03-15 20:55:00+00:00,SHORT,176.217,176.0408,283.741069,50.0,35.0,15.0,WIN,11875.0
126,SOLUSDT,2024-03-16 03:10:00+00:00,2024-03-16 03:10:00+00:00,LONG,186.215,186.4012,268.506833,50.0,35.0,15.0,WIN,11890.0
127,SOLUSDT,2024-03-16 14:50:00+00:00,2024-03-16 14:50:00+00:00,SHORT,189.702,189.5123,263.571285,50.0,35.0,15.0,WIN,11905.0
128,SOLUSDT,2024-03-16 16:05:00+00:00,2024-03-16 16:05:00+00:00,LONG,195.118,195.3131,256.255189,50.0,35.0,15.0,WIN,11920.0
129,SOLUSDT,2024-03-17 01:55:00+00:00,2024-03-17 01:55:00+00:00,LONG,186.02,186.206,268.788302,50.0,35.0,15.0,WIN,11935.0
130,SOLUSDT,2024-03-17 07:25:00+00:00,2024-03-17 07:30:00+00:00,SHORT,180.22,180.0398,277.438686,50.0,35.0,15.0,WIN,11950.0
131,SOLUSDT,2024-03-17 10:25:00+00:00,2024-03-17 10:25:00+00:00,LONG,190.206,190.3962,262.872885,50.0,35.0,15.0,WIN,11965.0
132,SOLUSDT,2024-03-18 15:10:00+00:00,2024-03-18 15:10:00+00:00,SHORT,201.716,201.5143,247.873248,50.0,35.0,15.0,WIN,11980.0
133,SOLUSDT,2024-03-18 16:50:00+00:00,2024-03-18 16:50:00+00:00,SHORT,200.771,200.5702,249.039951,50.0,35.0,15.0,WIN,11995.0
134,SOLUSDT,2024-03-19 15:50:00+00:00,2024-03-19 17:00:00+00:00,LONG,184.85,185.0348,270.489586,50.0,35.0,15.0,WIN,12010.0
135,SOLUSDT,2024-03-20 11:25:00+00:00,2024-03-20 11:25:00+00:00,LONG,173.285,173.4583,288.541997,50.0,35.0,15.0,WIN,12025.0
136,SOLUSDT,2024-03-21 05:20:00+00:00,2024-03-21 05:20:00+00:00,SHORT,185.527,185.3415,269.502552,50.0,35.0,15.0,WIN,12040.0
137,SOLUSDT,2024-03-21 14:00:00+00:00,2024-03-21 14:00:00+00:00,SHORT,187.369,187.1816,266.853108,50.0,35.0,15.0,WIN,12055.0
138,SOLUSDT,2024-03-22 10:40:00+00:00,2024-03-22 10:55:00+00:00,SHORT,175.209,175.0338,285.373468,50.0,35.0,15.0,WIN,12070.0
139,SOLUSDT,2024-03-22 22:20:00+00:00,2024-04-05 12:35:00+00:00,SHORT,168.488,168.3195,296.757039,50.0,35.0,15.0,WIN,12085.0
140,SOLUSDT,2024-04-05 14:50:00+00:00,2024-04-06 05:10:00+00:00,LONG,177.091,177.2681,282.340717,50.0,35.0,15.0,WIN,12100.0
141,SOLUSDT,2024-04-06 05:15:00+00:00,2024-04-06 05:15:00+00:00,LONG,177.309,177.4863,281.993582,50.0,35.0,15.0,WIN,12115.0
142,SOLUSDT,2024-04-06 12:30:00+00:00,2024-04-06 12:30:00+00:00,SHORT,175.907,175.7311,284.241105,50.0,35.0,15.0,WIN,12130.0
143,SOLUSDT,2024-04-06 16:55:00+00:00,2024-04-06 16:55:00+00:00,LONG,177.436,177.6134,281.791745,50.0,35.0,15.0,WIN,12145.0
144,SOLUSDT,2024-04-07 13:35:00+00:00,2024-04-07 13:35:00+00:00,LONG,180.9,181.0809,276.395799,50.0,35.0,15.0,WIN,12160.0
145,SOLUSDT,2024-04-07 18:10:00+00:00,2024-04-07 18:10:00+00:00,SHORT,179.355,179.1756,278.776728,50.0,35.0,15.0,WIN,12175.0
146,SOLUSDT,2024-04-08 07:40:00+00:00,2024-04-08 07:45:00+00:00,LONG,179.996,180.176,277.783951,50.0,35.0,15.0,WIN,12190.0
147,SOLUSDT,2024-04-09 17:35:00+00:00,2024-05-20 05:00:00+00:00,LONG,177.265,177.4423,282.063577,50.0,35.0,15.0,WIN,12205.0
148,SOLUSDT,2024-05-20 16:00:00+00:00,2024-05-20 16:00:00+00:00,LONG,178.912,179.0909,279.467001,50.0,35.0,15.0,WIN,12220.0
149,SOLUSDT,2024-05-21 03:05:00+00:00,2024-05-21 04:45:00+00:00,SHORT,183.432,183.2486,272.580575,50.0,35.0,15.0,WIN,12235.0
150,SOLUSDT,2024-05-21 04:55:00+00:00,2024-05-21 04:55:00+00:00,SHORT,182.651,182.4683,273.746106,50.0,35.0,15.0,WIN,12250.0
151,SOLUSDT,2024-05-21 22:55:00+00:00,2024-05-21 22:55:00+00:00,LONG,178.389,178.5674,280.286341,50.0,35.0,15.0,WIN,12265.0
152,SOLUSDT,2024-05-22 04:50:00+00:00,2024-05-22 04:50:00+00:00,SHORT,176.174,175.9978,283.810324,50.0,35.0,15.0,WIN,12280.0
153,SOLUSDT,2024-05-22 05:55:00+00:00,2024-05-22 05:55:00+00:00,LONG,181.484,181.6655,275.506381,50.0,35.0,15.0,WIN,12295.0
154,SOLUSDT,2024-05-22 13:00:00+00:00,2024-05-22 21:05:00+00:00,SHORT,177.002,176.825,282.482684,50.0,35.0,15.0,WIN,12310.0
155,SOLUSDT,2024-05-23 04:00:00+00:00,2024-05-23 21:40:00+00:00,LONG,178.865,179.0439,279.540436,50.0,35.0,15.0,WIN,12325.0
156,SOLUSDT,2024-05-24 04:15:00+00:00,2024-05-24 04:15:00+00:00,SHORT,171.908,171.7361,290.853247,50.0,35.0,15.0,WIN,12340.0
157,SOLUSDT,2024-05-24 14:45:00+00:00,2024-05-24 14:45:00+00:00,LONG,167.422,167.5894,298.646534,50.0,35.0,15.0,WIN,12355.0
158,SOLUSDT,2024-05-25 01:00:00+00:00,2024-05-25 01:00:00+00:00,SHORT,166.118,165.9519,300.990862,50.0,35.0,15.0,WIN,12370.0
159,SOLUSDT,2024-05-25 02:35:00+00:00,2024-05-25 02:45:00+00:00,LONG,169.052,169.2211,295.766983,50.0,35.0,15.0,WIN,12385.0
160,SOLUSDT,2024-05-25 12:05:00+00:00,2024-05-25 12:05:00+00:00,SHORT,167.919,167.7511,297.762612,50.0,35.0,15.0,WIN,12400.0
161,SOLUSDT,2024-05-25 23:30:00+00:00,2024-05-25 23:30:00+00:00,LONG,168.363,168.5314,296.977364,50.0,35.0,15.0,WIN,12415.0
162,SOLUSDT,2024-05-26 02:10:00+00:00,2024-05-26 02:15:00+00:00,SHORT,166.574,166.4074,300.166893,50.0,35.0,15.0,WIN,12430.0
163,SOLUSDT,2024-05-26 15:15:00+00:00,2024-05-26 15:30:00+00:00,LONG,165.132,165.2971,302.788073,50.0,35.0,15.0,WIN,12445.0
164,SOLUSDT,2024-05-26 23:10:00+00:00,2024-05-27 00:05:00+00:00,LONG,163.89,164.0539,305.082677,50.0,35.0,15.0,WIN,12460.0
165,SOLUSDT,2024-05-28 10:25:00+00:00,2024-05-28 10:50:00+00:00,LONG,169.659,169.8287,294.708798,50.0,35.0,15.0,WIN,12475.0
166,SOLUSDT,2024-05-28 16:45:00+00:00,2024-05-28 18:35:00+00:00,SHORT,166.436,166.2696,300.415775,50.0,35.0,15.0,WIN,12490.0
